기준일,지역,확진자수,전일대비증감수,십만명당발생률,사망자수,격리해제수
2021-04-03,부산,3958,61,116.01,119,3358
2021-04-03,대구,8961,10,367.78,218,8586
2021-04-03,인천,5122,21,173.27,57,4797
2021-04-03,광주,2216,3,152.13,21,2166
2021-04-03,대전,1334,19,90.49,16,1213
2021-04-03,울산,1169,3,101.91,37,1043
2021-04-03,세종,301,10,87.93,1,248
2021-04-03,경기,29016,147,218.98,539,26448
2021-04-03,강원,2377,17,154.3,47,2102
2021-04-03,충북,2240,11,140.05,61,1949
2021-04-03,충남,2666,10,125.61,35,2540
2021-04-03,전북,1508,20,82.98,57,1305
2021-04-03,전남,916,1,49.12,8,884
2021-04-03,경북,3558,17,133.63,76,3324
2021-04-03,경남,3027,28,90.05,16,2741
2021-04-03,제주,632,1,94.22,1,614
2021-04-03,검역,3180,9,0.0,4,2891
2021-04-02,합계,104187,557,200.95,1737,95843
2021-04-02,서울,32394,166,332.81,426,29891
2021-04-02,부산,3897,38,114.22,118,3343
2021-04-02,대구,8951,17,367.37,218,8576
2021-04-02,인천,5101,23,172.56,57,4763
2021-04-02,광주,2213,1,151.92,21,2163
2021-04-02,대전,1315,19,89.2,16,1212
2021-04-02,울산,1166,7,101.65,37,1039
2021-04-02,세종,291,8,85.01,1,248
2021-04-02,경기,28869,160,217.87,539,26329
2021-04-02,강원,2360,10,153.19,47,2093
2021-04-02,충북,2229,19,139.37,61,1948
2021-04-02,충남,2656,10,125.14,35,2533
2021-04-02,전북,1488,15,81.88,57,1299
2021-04-02,전남,915,1,49.07,8,883
2021-04-02,경북,3541,30,132.99,75,3310
2021-04-02,경남,2999,18,89.22,16,2708
2021-04-02,제주,631,4,94.07,1,614
2021-04-02,검역,3171,11,0.0,4,2891
2021-04-01,합계,103630,551,199.87,1735,95422
2021-04-01,서울,32228,199,331.1,425,29775
2021-04-01,부산,3859,54,113.11,118,3327
2021-04-01,대구,8934,7,366.68,218,8563
2021-04-01,인천,5078,20,171.78,57,4745
2021-04-01,광주,2212,3,151.85,21,2161
2021-04-01,대전,1296,10,87.91,16,1208
2021-04-01,울산,1159,5,101.04,37,1034
2021-04-01,세종,283,13,82.67,1,246
2021-04-01,경기,28709,130,216.67,538,26229
2021-04-01,강원,2350,20,152.54,47,2076
2021-04-01,충북,2210,20,138.18,61,1940
2021-04-01,충남,2646,15,124.67,35,2526
2021-04-01,전북,1473,22,81.05,57,1287
2021-04-01,전남,914,1,49.02,8,883
2021-04-01,경북,3511,7,131.87,75,3299
2021-04-01,경남,2981,21,88.68,16,2659
2021-04-01,제주,627,2,93.48,1,614
2021-04-01,검역,3160,2,0.0,4,2850
2021-03-31,합계,103079,506,198.81,1731,95013
2021-03-31,서울,32029,158,329.06,424,29687
2021-03-31,부산,3805,58,111.52,118,3300
2021-03-31,대구,8927,15,366.39,217,8550
2021-03-31,인천,5058,25,171.1,57,4736
2021-03-31,광주,2209,2,151.65,21,2160
2021-03-31,대전,1286,7,87.24,16,1205
2021-03-31,울산,1154,11,100.61,37,1032
2021-03-31,세종,270,17,78.87,1,246
2021-03-31,경기,28579,111,215.68,537,26104
2021-03-31,강원,2330,16,151.25,47,2049
2021-03-31,충북,2190,21,136.93,61,1933
2021-03-31,충남,2631,8,123.96,35,2516
2021-03-31,전북,1451,20,79.84,57,1270
2021-03-31,전남,913,0,48.96,8,882
2021-03-31,경북,3504,6,131.61,75,3289
2021-03-31,경남,2960,22,88.06,15,2617
2021-03-31,제주,625,2,93.18,1,613
2021-03-31,검역,3158,7,0.0,4,2824
2021-03-30,합계,102573,447,197.84,1729,94546
2021-03-30,서울,31871,145,327.44,424,29551
2021-03-30,부산,3747,43,109.82,118,3291
2021-03-30,대구,8912,12,365.77,217,8537
2021-03-30,인천,5033,18,170.26,57,4721
2021-03-30,광주,2207,1,151.51,21,2159
2021-03-30,대전,1279,11,86.76,16,1200
2021-03-30,울산,1143,3,99.65,37,1032
2021-03-30,세종,253,2,73.91,1,246
2021-03-30,경기,28468,117,214.85,536,25953
2021-03-30,강원,2314,13,150.21,46,2022
2021-03-30,충북,2169,28,135.61,61,1921
2021-03-30,충남,2623,5,123.58,35,2509
2021-03-30,전북,1431,25,78.74,57,1253
2021-03-30,전남,913,0,48.96,8,879
2021-03-30,경북,3498,5,131.38,75,3286
2021-03-30,경남,2938,16,87.41,15,2553
2021-03-30,제주,623,0,92.88,1,611
2021-03-30,검역,3151,3,0.0,4,2822
2021-03-29,합계,102126,382,196.97,1726,94106
2021-03-29,서울,31726,107,325.95,423,29432
2021-03-29,부산,3704,53,108.56,118,3289
2021-03-29,대구,8900,10,365.28,217,8520
2021-03-29,인천,5015,18,169.65,57,4699
2021-03-29,광주,2206,2,151.44,21,2156
2021-03-29,대전,1268,2,86.02,16,1194
2021-03-29,울산,1140,3,99.39,37,1032
2021-03-29,세종,251,0,73.32,1,246
2021-03-29,경기,28351,131,213.96,535,25796
2021-03-29,강원,2301,6,149.36,46,2003
2021-03-29,충북,2141,12,133.86,61,1915
2021-03-29,충남,2618,1,123.35,35,2498
2021-03-29,전북,1406,8,77.37,56,1237
2021-03-29,전남,913,1,48.96,8,879
2021-03-29,경북,3493,3,131.19,75,3281
2021-03-29,경남,2922,20,86.93,15,2522
2021-03-29,제주,623,1,92.88,1,611
2021-03-29,검역,3148,4,0.0,4,2796
2021-03-28,합계,101744,482,196.24,1722,93839
2021-03-28,서울,31619,138,324.85,423,29379
2021-03-28,부산,3651,56,107.01,118,3284
2021-03-28,대구,8890,10,364.87,216,8516
2021-03-28,인천,4997,33,169.04,57,4686
2021-03-28,광주,2204,2,151.3,21,2154
2021-03-28,대전,1266,8,85.88,16,1193
2021-03-28,울산,1137,4,99.12,37,1029
2021-03-28,세종,251,0,73.32,1,246
2021-03-28,경기,28220,153,212.98,534,25673
2021-03-28,강원,2295,19,148.97,45,1980
2021-03-28,충북,2129,16,133.11,60,1913
2021-03-28,충남,2617,8,123.3,35,2498
2021-03-28,전북,1398,5,76.93,56,1230
2021-03-28,전남,912,1,48.91,8,879
2021-03-28,경북,3490,7,131.08,75,3279
2021-03-28,경남,2902,13,86.33,15,2507
2021-03-28,제주,622,0,92.73,1,607
2021-03-28,검역,3144,9,0.0,4,2786
2021-03-27,합계,101262,505,195.31,1721,93460
2021-03-27,서울,31481,127,323.43,422,29312
2021-03-27,부산,3595,33,105.37,118,3275
2021-03-27,대구,8880,23,364.46,216,8512
2021-03-27,인천,4964,39,167.92,57,4667
2021-03-27,광주,2202,5,151.16,21,2153
2021-03-27,대전,1258,10,85.34,16,1192
2021-03-27,울산,1133,5,98.78,37,1027
2021-03-27,세종,251,1,73.32,1,245
2021-03-27,경기,28067,145,211.82,534,25469
2021-03-27,강원,2276,36,147.74,45,1977
2021-03-27,충북,2113,39,132.11,60,1898
2021-03-27,충남,2609,2,122.92,35,2494
2021-03-27,전북,1393,5,76.65,56,1218
2021-03-27,전남,911,0,48.85,8,879
2021-03-27,경북,3483,11,130.82,75,3277
2021-03-27,경남,2889,19,85.95,15,2474
2021-03-27,제주,622,2,92.73,1,605
2021-03-27,검역,3135,3,0.0,4,2786
2021-03-26,합계,100757,489,194.33,1716,92608
2021-03-26,서울,31354,121,322.12,420,29196
2021-03-26,부산,3562,11,104.4,118,3267
2021-03-26,대구,8857,14,363.52,216,8499
2021-03-26,인천,4925,29,166.6,57,4635
2021-03-26,광주,2197,3,150.82,21,2152
2021-03-26,대전,1248,14,84.66,16,1189
2021-03-26,울산,1128,0,98.34,37,1021
2021-03-26,세종,250,0,73.03,1,244
2021-03-26,경기,27922,196,210.73,533,25035
2021-03-26,강원,2240,24,145.4,44,1965
2021-03-26,충북,2074,13,129.67,60,1892
2021-03-26,충남,2607,3,122.83,35,2482
2021-03-26,전북,1388,3,76.38,56,1203
2021-03-26,전남,911,2,48.85,8,877
2021-03-26,경북,3472,13,130.4,75,3272
2021-03-26,경남,2870,37,85.38,14,2428
2021-03-26,제주,620,3,92.43,1,603
2021-03-26,검역,3132,3,0.0,4,2648
2021-03-25,합계,100268,430,193.39,1709,92049
2021-03-25,서울,31233,127,320.88,418,28916
2021-03-25,부산,3551,20,104.08,116,3261
2021-03-25,대구,8843,17,362.94,216,8496
2021-03-25,인천,4896,12,165.62,57,4620
2021-03-25,광주,2194,5,150.62,21,2148
2021-03-25,대전,1234,3,83.71,16,1184
2021-03-25,울산,1128,0,98.34,37,1020
2021-03-25,세종,250,0,73.03,1,243
2021-03-25,경기,27726,147,209.25,530,24882
2021-03-25,강원,2216,27,143.85,44,1950
2021-03-25,충북,2061,17,128.86,60,1881
2021-03-25,충남,2604,4,122.69,35,2481
2021-03-25,전북,1385,5,76.21,56,1201
2021-03-25,전남,909,1,48.75,8,873
2021-03-25,경북,3459,10,129.92,75,3266
2021-03-25,경남,2833,30,84.28,14,2378
2021-03-25,제주,617,0,91.99,1,602
2021-03-25,검역,3129,5,0.0,4,2647
2021-03-24,합계,99838,428,192.56,1707,91541
2021-03-24,서울,31106,137,319.58,417,28726
2021-03-24,부산,3531,17,103.49,116,3242
2021-03-24,대구,8826,17,362.24,216,8487
2021-03-24,인천,4884,21,165.22,57,4600
2021-03-24,광주,2189,2,150.27,21,2145
2021-03-24,대전,1231,2,83.51,16,1184
2021-03-24,울산,1128,2,98.34,37,1017
2021-03-24,세종,250,0,73.03,1,243
2021-03-24,경기,27579,154,208.14,530,24712
2021-03-24,강원,2189,18,142.09,43,1926
2021-03-24,충북,2044,6,127.8,60,1865
2021-03-24,충남,2600,0,122.5,35,2474
2021-03-24,전북,1380,5,75.94,56,1196
2021-03-24,전남,908,0,48.69,8,872
2021-03-24,경북,3449,12,129.54,75,3263
2021-03-24,경남,2803,27,83.39,14,2344
2021-03-24,제주,617,0,91.99,1,598
2021-03-24,검역,3124,8,0.0,4,2647
2021-03-23,합계,99410,346,191.74,1704,91060
2021-03-23,서울,30969,97,318.17,415,28599
2021-03-23,부산,3514,8,102.99,116,3222
2021-03-23,대구,8809,3,361.54,216,8481
2021-03-23,인천,4863,13,164.51,57,4584
2021-03-23,광주,2187,1,150.14,21,2144
2021-03-23,대전,1229,4,83.37,15,1182
2021-03-23,울산,1126,8,98.17,37,1014
2021-03-23,세종,250,0,73.03,1,243
2021-03-23,경기,27425,124,206.98,530,24562
2021-03-23,강원,2171,9,140.92,43,1887
2021-03-23,충북,2038,6,127.42,60,1838
2021-03-23,충남,2600,8,122.5,35,2469
2021-03-23,전북,1375,7,75.66,56,1191
2021-03-23,전남,908,1,48.69,8,863
2021-03-23,경북,3437,20,129.09,75,3258
2021-03-23,경남,2776,29,82.59,14,2279
2021-03-23,제주,617,0,91.99,1,597
2021-03-23,검역,3116,8,0.0,4,2647
2021-03-22,합계,99064,415,191.07,1697,90593
2021-03-22,서울,30872,109,317.17,415,28457
2021-03-22,부산,3506,26,102.76,115,3214
2021-03-22,대구,8806,14,361.42,215,8471
2021-03-22,인천,4850,10,164.07,56,4568
2021-03-22,광주,2186,2,150.07,21,2135
2021-03-22,대전,1225,0,83.1,15,1182
2021-03-22,울산,1118,1,97.47,37,1007
2021-03-22,세종,250,0,73.03,1,241
2021-03-22,경기,27301,151,206.04,526,24420
2021-03-22,강원,2162,21,140.34,43,1869
2021-03-22,충북,2032,5,127.05,60,1826
2021-03-22,충남,2592,11,122.12,35,2456
2021-03-22,전북,1368,7,75.28,56,1182
2021-03-22,전남,907,2,48.64,8,858
2021-03-22,경북,3417,11,128.34,75,3235
2021-03-22,경남,2747,37,81.72,14,2232
2021-03-22,제주,617,1,91.99,1,593
2021-03-22,검역,3108,7,0.0,4,2647
2021-03-21,합계,98649,456,190.27,1696,90310
2021-03-21,서울,30763,125,316.05,414,28377
2021-03-21,부산,3480,19,102.0,115,3200
2021-03-21,대구,8792,14,360.85,215,8469
2021-03-21,인천,4840,22,163.73,56,4542
2021-03-21,광주,2184,2,149.93,21,2135
2021-03-21,대전,1225,1,83.1,15,1182
2021-03-21,울산,1117,7,97.38,37,1000
2021-03-21,세종,250,0,73.03,1,240
2021-03-21,경기,27150,157,204.9,526,24306
2021-03-21,강원,2141,14,138.98,43,1869
2021-03-21,충북,2027,10,126.74,60,1822
2021-03-21,충남,2581,5,121.6,35,2455
2021-03-21,전북,1361,11,74.89,56,1179
2021-03-21,전남,905,0,48.53,8,858
2021-03-21,경북,3406,5,127.92,75,3233
2021-03-21,경남,2710,54,80.62,14,2206
2021-03-21,제주,616,1,91.84,1,592
2021-03-21,검역,3101,9,0.0,4,2645
2021-03-20,합계,98193,447,189.39,1693,89931
2021-03-20,서울,30638,115,314.77,413,28309
2021-03-20,부산,3461,9,101.44,115,3188
2021-03-20,대구,8778,16,360.27,215,8467
2021-03-20,인천,4818,12,162.98,56,4523
2021-03-20,광주,2182,1,149.79,21,2125
2021-03-20,대전,1224,8,83.03,15,1181
2021-03-20,울산,1110,3,96.77,37,991
2021-03-20,세종,250,0,73.03,1,239
2021-03-20,경기,26993,189,203.72,524,24110
2021-03-20,강원,2127,17,138.07,43,1856
2021-03-20,충북,2017,8,126.11,60,1800
2021-03-20,충남,2576,6,121.37,35,2450
2021-03-20,전북,1350,16,74.29,56,1175
2021-03-20,전남,905,0,48.53,8,857
2021-03-20,경북,3401,11,127.74,75,3228
2021-03-20,경남,2656,31,79.02,14,2195
2021-03-20,제주,615,1,91.69,1,592
2021-03-20,검역,3092,4,0.0,4,2645
2021-03-19,합계,97746,463,188.53,1690,89504
2021-03-19,서울,30523,146,313.59,413,28178
2021-03-19,부산,3452,7,101.18,115,3175
2021-03-19,대구,8762,5,359.62,215,8466
2021-03-19,인천,4806,24,162.58,56,4495
2021-03-19,광주,2181,2,149.72,21,2116
2021-03-19,대전,1216,7,82.49,15,1181
2021-03-19,울산,1107,3,96.51,37,981
2021-03-19,세종,250,0,73.03,1,239
2021-03-19,경기,26804,157,202.29,523,23963
2021-03-19,강원,2110,31,136.96,43,1848
2021-03-19,충북,2009,8,125.61,60,1789
2021-03-19,충남,2570,5,121.09,35,2447
2021-03-19,전북,1334,15,73.41,56,1167
2021-03-19,전남,905,0,48.53,8,847
2021-03-19,경북,3390,4,127.32,73,3225
2021-03-19,경남,2625,42,78.09,14,2192
2021-03-19,제주,614,0,91.54,1,590
2021-03-19,검역,3088,7,0.0,4,2605
2021-03-18,합계,97283,445,187.63,1688,89160
2021-03-18,서울,30377,124,312.09,412,28100
2021-03-18,부산,3445,7,100.97,115,3159
2021-03-18,대구,8757,14,359.41,215,8459
2021-03-18,인천,4782,21,161.77,56,4480
2021-03-18,광주,2179,1,149.59,21,2097
2021-03-18,대전,1209,2,82.01,15,1179
2021-03-18,울산,1104,5,96.25,37,978
2021-03-18,세종,250,1,73.03,1,237
2021-03-18,경기,26647,159,201.1,523,23802
2021-03-18,강원,2079,23,134.95,42,1843
2021-03-18,충북,2001,8,125.11,60,1779
2021-03-18,충남,2565,14,120.85,35,2437
2021-03-18,전북,1319,15,72.58,56,1163
2021-03-18,전남,905,0,48.53,8,844
2021-03-18,경북,3386,5,127.17,73,3220
2021-03-18,경남,2583,35,76.84,14,2188
2021-03-18,제주,614,2,91.54,1,590
2021-03-18,검역,3081,9,0.0,4,2605
2021-03-17,합계,96838,469,186.77,1686,88795
2021-03-17,서울,30253,120,310.81,412,27979
2021-03-17,부산,3438,11,100.77,115,3146
2021-03-17,대구,8743,14,358.84,215,8450
2021-03-17,인천,4761,21,161.06,56,4464
2021-03-17,광주,2178,1,149.52,21,2096
2021-03-17,대전,1207,1,81.88,15,1178
2021-03-17,울산,1099,4,95.81,37,973
2021-03-17,세종,249,3,72.74,1,237
2021-03-17,경기,26488,186,199.9,521,23667
2021-03-17,강원,2056,10,133.46,42,1830
2021-03-17,충북,1993,12,124.61,60,1760
2021-03-17,충남,2551,6,120.19,35,2419
2021-03-17,전북,1304,21,71.75,56,1159
2021-03-17,전남,905,0,48.53,8,840
2021-03-17,경북,3381,4,126.99,73,3217
2021-03-17,경남,2548,45,75.8,14,2186
2021-03-17,제주,612,1,91.24,1,589
2021-03-17,검역,3072,9,0.0,4,2605
2021-03-16,합계,96369,363,185.87,1678,88236
2021-03-16,서울,30133,79,309.58,409,27724
2021-03-16,부산,3427,7,100.44,114,3137
2021-03-16,대구,8729,3,358.26,215,8438
2021-03-16,인천,4740,14,160.35,56,4443
2021-03-16,광주,2177,2,149.45,21,2081
2021-03-16,대전,1206,1,81.81,15,1177
2021-03-16,울산,1095,3,95.46,37,972
2021-03-16,세종,246,0,71.86,1,234
2021-03-16,경기,26302,148,198.5,518,23512
2021-03-16,강원,2046,13,132.81,42,1827
2021-03-16,충북,1981,3,123.86,60,1731
2021-03-16,충남,2545,4,119.91,35,2408
2021-03-16,전북,1283,7,70.6,56,1156
2021-03-16,전남,905,1,48.53,8,830
2021-03-16,경북,3377,4,126.84,72,3200
2021-03-16,경남,2503,65,74.46,14,2185
2021-03-16,제주,611,2,91.09,1,585
2021-03-16,검역,3063,7,0.0,4,2596
2021-03-15,합계,96006,379,185.17,1675,87736
2021-03-15,서울,30054,109,308.77,407,27517
2021-03-15,부산,3420,4,100.24,114,3123
2021-03-15,대구,8726,5,358.14,215,8429
2021-03-15,인천,4726,18,159.87,56,4422
2021-03-15,광주,2175,1,149.31,21,2075
2021-03-15,대전,1205,2,81.74,15,1175
2021-03-15,울산,1092,2,95.2,37,970
2021-03-15,세종,246,2,71.86,1,231
2021-03-15,경기,26154,161,197.38,517,23348
2021-03-15,강원,2033,10,131.97,42,1819
2021-03-15,충북,1978,9,123.67,60,1711
2021-03-15,충남,2541,6,119.72,35,2400
2021-03-15,전북,1276,5,70.21,56,1142
2021-03-15,전남,904,1,48.48,8,827
2021-03-15,경북,3373,3,126.69,72,3191
2021-03-15,경남,2438,31,72.53,14,2185
2021-03-15,제주,609,3,90.79,1,575
2021-03-15,검역,3056,7,0.0,4,2596
2021-03-14,합계,95627,459,184.44,1669,87389
2021-03-14,서울,29945,112,307.65,404,27438
2021-03-14,부산,3416,13,100.12,114,3104
2021-03-14,대구,8721,6,357.93,215,8428
2021-03-14,인천,4708,20,159.26,55,4413
2021-03-14,광주,2174,1,149.24,21,2071
2021-03-14,대전,1203,0,81.61,15,1175
2021-03-14,울산,1090,1,95.03,37,969
2021-03-14,세종,244,0,71.28,1,229
2021-03-14,경기,25993,203,196.17,515,23165
2021-03-14,강원,2023,16,131.32,42,1815
2021-03-14,충북,1969,7,123.11,60,1689
2021-03-14,충남,2535,2,119.44,35,2392
2021-03-14,전북,1271,7,69.94,56,1140
2021-03-14,전남,903,2,48.43,8,826
2021-03-14,경북,3370,9,126.57,72,3188
2021-03-14,경남,2407,53,71.61,14,2183
2021-03-14,제주,606,1,90.35,1,568
2021-03-14,검역,3049,6,0.0,4,2596
2021-03-13,합계,95168,490,183.55,1667,86609
2021-03-13,서울,29833,140,306.5,403,27188
2021-03-13,부산,3403,17,99.74,113,3096
2021-03-13,대구,8715,9,357.69,215,8421
2021-03-13,인천,4688,26,158.59,55,4381
2021-03-13,광주,2173,3,149.17,21,2070
2021-03-13,대전,1203,1,81.61,15,1173
2021-03-13,울산,1089,1,94.94,37,968
2021-03-13,세종,244,0,71.28,1,228
2021-03-13,경기,25790,164,194.64,515,22788
2021-03-13,강원,2007,18,130.28,42,1811
2021-03-13,충북,1962,16,122.67,60,1678
2021-03-13,충남,2533,9,119.34,35,2387
2021-03-13,전북,1264,2,69.55,56,1137
2021-03-13,전남,901,1,48.32,8,821
2021-03-13,경북,3361,14,126.23,72,3176
2021-03-13,경남,2354,62,70.03,14,2172
2021-03-13,제주,605,1,90.2,1,565
2021-03-13,검역,3043,6,0.0,4,2549
2021-03-12,합계,94678,488,182.61,1662,85728
2021-03-12,서울,29693,140,305.06,400,26708
2021-03-12,부산,3386,15,99.24,113,3071
2021-03-12,대구,8706,4,357.32,214,8410
2021-03-12,인천,4662,31,157.71,55,4355
2021-03-12,광주,2170,2,148.97,21,2058
2021-03-12,대전,1202,0,81.54,15,1171
2021-03-12,울산,1088,5,94.85,37,967
2021-03-12,세종,244,2,71.28,1,225
2021-03-12,경기,25626,166,193.4,514,22529
2021-03-12,강원,1989,12,129.11,42,1807
2021-03-12,충북,1946,27,121.67,60,1670
2021-03-12,충남,2524,3,118.92,35,2361
2021-03-12,전북,1262,4,69.44,56,1128
2021-03-12,전남,900,4,48.26,8,819
2021-03-12,경북,3347,9,125.71,72,3170
2021-03-12,경남,2292,56,68.19,14,2170
2021-03-12,제주,604,2,90.05,1,560
2021-03-12,검역,3037,6,0.0,4,2549
2021-03-11,합계,94190,465,181.67,1652,84662
2021-03-11,서울,29553,138,303.62,399,26206
2021-03-11,부산,3371,14,98.8,110,3059
2021-03-11,대구,8702,4,357.15,214,8401
2021-03-11,인천,4631,18,156.66,54,4343
2021-03-11,광주,2168,1,148.83,21,2045
2021-03-11,대전,1202,1,81.54,15,1169
2021-03-11,울산,1083,23,94.42,37,966
2021-03-11,세종,242,0,70.69,1,220
2021-03-11,경기,25460,184,192.15,510,22319
2021-03-11,강원,1977,30,128.33,42,1800
2021-03-11,충북,1919,6,119.98,60,1660
2021-03-11,충남,2521,4,118.78,35,2350
2021-03-11,전북,1258,8,69.22,56,1110
2021-03-11,전남,896,3,48.05,8,818
2021-03-11,경북,3338,11,125.37,71,3159
2021-03-11,경남,2236,8,66.52,14,2161
2021-03-11,제주,602,2,89.75,1,559
2021-03-11,검역,3031,10,0.0,4,2317
2021-03-10,합계,93725,470,180.77,1648,84299
2021-03-10,서울,29415,138,302.2,398,26113
2021-03-10,부산,3357,7,98.39,110,3043
2021-03-10,대구,8698,1,356.99,214,8393
2021-03-10,인천,4613,23,156.05,54,4320
2021-03-10,광주,2167,1,148.76,21,2015
2021-03-10,대전,1201,3,81.47,15,1163
2021-03-10,울산,1060,21,92.41,37,966
2021-03-10,세종,242,0,70.69,1,220
2021-03-10,경기,25276,203,190.76,508,22181
2021-03-10,강원,1947,20,126.38,42,1796
2021-03-10,충북,1913,21,119.61,59,1649
2021-03-10,충남,2517,6,118.59,35,2337
2021-03-10,전북,1250,5,68.78,56,1101
2021-03-10,전남,893,3,47.89,8,816
2021-03-10,경북,3327,4,124.96,71,3152
2021-03-10,경남,2228,7,66.28,14,2159
2021-03-10,제주,600,2,89.45,1,558
2021-03-10,검역,3021,5,0.0,4,2317
2021-03-09,합계,93255,446,179.86,1645,83887
2021-03-09,서울,29277,102,300.79,396,25962
2021-03-09,부산,3350,19,98.19,110,3030
2021-03-09,대구,8697,3,356.95,214,8381
2021-03-09,인천,4590,20,155.27,54,4292
2021-03-09,광주,2166,33,148.69,21,2000
2021-03-09,대전,1198,1,81.27,15,1163
2021-03-09,울산,1039,11,90.58,37,965
2021-03-09,세종,242,0,70.69,1,218
2021-03-09,경기,25073,188,189.22,508,22067
2021-03-09,강원,1927,13,125.09,42,1790
2021-03-09,충북,1892,21,118.3,58,1629
2021-03-09,충남,2511,15,118.31,35,2323
2021-03-09,전북,1245,8,68.51,56,1090
2021-03-09,전남,890,3,47.73,8,803
2021-03-09,경북,3323,2,124.81,71,3143
2021-03-09,경남,2221,1,66.07,14,2158
2021-03-09,제주,598,2,89.15,1,556
2021-03-09,검역,3016,4,0.0,4,2317
2021-03-08,합계,92809,346,179.0,1642,83460
2021-03-08,서울,29175,100,299.74,396,25788
2021-03-08,부산,3331,12,97.63,109,3030
2021-03-08,대구,8694,6,356.83,214,8371
2021-03-08,인천,4570,15,154.59,53,4279
2021-03-08,광주,2133,15,146.43,21,1984
2021-03-08,대전,1197,0,81.2,15,1161
2021-03-08,울산,1028,3,89.62,37,964
2021-03-08,세종,242,1,70.69,1,217
2021-03-08,경기,24885,128,187.81,507,21922
2021-03-08,강원,1914,10,124.24,42,1778
2021-03-08,충북,1871,20,116.98,58,1629
2021-03-08,충남,2496,14,117.6,35,2302
2021-03-08,전북,1237,4,68.07,56,1077
2021-03-08,전남,887,6,47.57,8,799
2021-03-08,경북,3321,3,124.73,71,3131
2021-03-08,경남,2220,1,66.05,14,2156
2021-03-08,제주,596,3,88.86,1,555
2021-03-08,검역,3012,5,0.0,4,2317
2021-03-07,합계,92463,416,178.34,1634,83205
2021-03-07,서울,29075,132,298.71,394,25701
2021-03-07,부산,3319,6,97.28,109,3007
2021-03-07,대구,8688,8,356.58,214,8366
2021-03-07,인천,4555,28,154.09,53,4254
2021-03-07,광주,2118,4,145.4,21,1979
2021-03-07,대전,1197,1,81.2,15,1157
2021-03-07,울산,1025,2,89.36,37,964
2021-03-07,세종,241,2,70.4,1,217
2021-03-07,경기,24757,172,186.84,502,21834
2021-03-07,강원,1904,10,123.59,42,1778
2021-03-07,충북,1851,9,115.73,58,1629
2021-03-07,충남,2482,6,116.94,35,2300
2021-03-07,전북,1233,5,67.85,55,1075
2021-03-07,전남,881,6,47.25,8,798
2021-03-07,경북,3318,13,124.62,71,3127
2021-03-07,경남,2219,3,66.02,14,2150
2021-03-07,제주,593,4,88.41,1,552
2021-03-07,검역,3007,5,0.0,4,2317
2021-03-06,합계,92047,418,177.53,1632,82899
2021-03-06,서울,28943,128,297.35,393,25621
2021-03-06,부산,3313,12,97.1,109,2986
2021-03-06,대구,8680,4,356.25,214,8351
2021-03-06,인천,4527,20,153.14,53,4241
2021-03-06,광주,2114,3,145.12,21,1975
2021-03-06,대전,1196,0,81.13,15,1155
2021-03-06,울산,1023,4,89.19,37,963
2021-03-06,세종,239,2,69.82,1,214
2021-03-06,경기,24585,173,185.54,502,21710
2021-03-06,강원,1894,7,122.94,42,1774
2021-03-06,충북,1842,22,115.17,58,1628
2021-03-06,충남,2476,7,116.66,35,2282
2021-03-06,전북,1228,4,67.57,55,1066
2021-03-06,전남,875,3,46.92,8,796
2021-03-06,경북,3305,13,124.13,71,3122
2021-03-06,경남,2216,5,65.93,13,2146
2021-03-06,제주,589,5,87.81,1,552
2021-03-06,검역,3002,6,0.0,4,2317
2021-03-05,합계,91629,398,176.73,1627,82543
2021-03-05,서울,28815,129,296.04,391,25539
2021-03-05,부산,3301,20,96.75,108,2954
2021-03-05,대구,8676,3,356.09,214,8339
2021-03-05,인천,4507,13,152.46,53,4216
2021-03-05,광주,2111,6,144.92,21,1966
2021-03-05,대전,1196,0,81.13,15,1155
2021-03-05,울산,1019,3,88.84,37,959
2021-03-05,세종,237,1,69.23,1,214
2021-03-05,경기,24412,173,184.24,500,21595
2021-03-05,강원,1887,4,122.49,42,1754
2021-03-05,충북,1820,19,113.79,58,1624
2021-03-05,충남,2469,9,116.33,35,2266
2021-03-05,전북,1224,3,67.35,55,1061
2021-03-05,전남,872,0,46.76,8,789
2021-03-05,경북,3292,6,123.64,71,3112
2021-03-05,경남,2211,3,65.78,13,2135
2021-03-05,제주,584,2,87.07,1,548
2021-03-05,검역,2996,4,0.0,4,2317
2021-03-04,합계,91231,424,175.96,1619,82146
2021-03-04,서울,28686,118,294.71,388,25412
2021-03-04,부산,3281,18,96.17,108,2941
2021-03-04,대구,8673,20,355.96,214,8321
2021-03-04,인천,4494,18,152.02,53,4202
2021-03-04,광주,2105,6,144.51,21,1958
2021-03-04,대전,1196,3,81.13,15,1152
2021-03-04,울산,1016,0,88.58,37,956
2021-03-04,세종,236,0,68.94,1,213
2021-03-04,경기,24239,186,182.93,496,21467
2021-03-04,강원,1883,6,122.23,41,1743
2021-03-04,충북,1801,12,112.61,58,1613
2021-03-04,충남,2460,4,115.9,35,2242
2021-03-04,전북,1221,6,67.19,55,1056
2021-03-04,전남,872,1,46.76,8,780
2021-03-04,경북,3286,7,123.42,71,3099
2021-03-04,경남,2208,10,65.69,13,2128
2021-03-04,제주,582,3,86.77,1,547
2021-03-04,검역,2992,6,0.0,4,2316
2021-03-03,합계,90807,444,175.14,1612,81685
