기준일,지역,확진자수,전일대비증감수,십만명당발생률,사망자수,격리해제수
2021-08-31,합계,251416,1371,485.09,2285,221701
2021-08-31,서울,79352,456,820.73,583,69401
2021-08-31,부산,11386,44,335.68,148,10272
2021-08-31,대구,13646,51,564.27,227,12629
2021-08-31,인천,11827,73,401.89,77,10492
2021-08-31,광주,4053,19,279.51,25,3795
2021-08-31,대전,5647,34,385.76,36,4737
2021-08-31,울산,4175,24,367.51,41,3794
2021-08-31,세종,993,8,279.07,1,891
2021-08-31,경기,71081,433,529.39,747,61601
2021-08-31,강원,5460,30,353.89,59,5005
2021-08-31,충북,5152,15,321.83,73,4624
2021-08-31,충남,6937,38,327.06,55,5784
2021-08-31,전북,3588,26,198.88,60,3174
2021-08-31,전남,2600,14,140.42,19,2375
2021-08-31,경북,7100,27,269.0,88,6394
2021-08-31,경남,9980,56,298.78,31,9091
2021-08-31,제주,2602,9,385.69,2,2330
2021-08-31,검역,5836,13,0.0,13,5312
2021-08-30,합계,250045,1485,482.44,2284,220358
2021-08-30,서울,78896,442,816.01,582,69037
2021-08-30,부산,11342,57,334.38,148,10181
2021-08-30,대구,13595,85,562.16,227,12585
2021-08-30,인천,11754,64,399.41,77,10436
2021-08-30,광주,4034,30,278.2,25,3754
2021-08-30,대전,5613,29,383.43,36,4727
2021-08-30,울산,4151,36,365.4,41,3771
2021-08-30,세종,985,8,276.82,1,888
2021-08-30,경기,70648,408,526.16,747,61284
2021-08-30,강원,5430,29,351.95,59,4953
2021-08-30,충북,5137,38,320.89,73,4583
2021-08-30,충남,6899,60,325.27,55,5721
2021-08-30,전북,3562,26,197.44,60,3136
2021-08-30,전남,2586,29,139.67,19,2352
2021-08-30,경북,7073,41,267.98,88,6347
2021-08-30,경남,9924,62,297.11,31,9003
2021-08-30,제주,2593,12,384.36,2,2288
2021-08-30,검역,5823,29,0.0,13,5312
2021-08-29,합계,248560,1619,479.58,2279,218725
2021-08-29,서울,78454,517,811.44,581,68486
2021-08-29,부산,11285,64,332.7,148,9999
2021-08-29,대구,13510,57,558.65,227,12546
2021-08-29,인천,11690,93,397.24,77,10366
2021-08-29,광주,4004,22,276.13,25,3729
2021-08-29,대전,5584,18,381.45,36,4714
2021-08-29,울산,4115,36,362.23,41,3737
2021-08-29,세종,977,2,274.57,1,883
2021-08-29,경기,70240,480,523.12,745,60851
2021-08-29,강원,5401,35,350.07,59,4935
2021-08-29,충북,5099,30,318.52,73,4547
2021-08-29,충남,6839,77,322.44,53,5706
2021-08-29,전북,3536,28,196.0,60,3118
2021-08-29,전남,2557,28,138.1,19,2336
2021-08-29,경북,7032,54,266.42,88,6294
2021-08-29,경남,9862,53,295.25,31,8928
2021-08-29,제주,2581,13,382.58,2,2238
2021-08-29,검역,5794,12,0.0,13,5312
2021-08-28,합계,246941,1791,476.45,2276,216986
2021-08-28,서울,77937,569,806.09,581,67887
2021-08-28,부산,11221,76,330.81,148,9894
2021-08-28,대구,13453,76,556.29,227,12496
2021-08-28,인천,11597,95,394.08,76,10247
2021-08-28,광주,3982,20,274.61,25,3711
2021-08-28,대전,5566,46,380.22,36,4604
2021-08-28,울산,4079,22,359.06,41,3706
2021-08-28,세종,975,12,274.01,1,877
2021-08-28,경기,69760,542,519.55,743,60538
2021-08-28,강원,5366,41,347.8,59,4915
2021-08-28,충북,5069,45,316.65,73,4497
2021-08-28,충남,6762,63,318.81,53,5674
2021-08-28,전북,3508,26,194.45,60,3068
2021-08-28,전남,2529,26,136.59,19,2315
2021-08-28,경북,6978,47,264.38,88,6229
2021-08-28,경남,9809,53,293.66,31,8823
2021-08-28,제주,2568,21,380.65,2,2193
2021-08-28,검역,5782,11,0.0,13,5312
2021-08-27,합계,245150,1837,473.0,2265,214670
2021-08-27,서울,77368,556,800.21,579,67259
2021-08-27,부산,11145,68,328.57,146,9809
2021-08-27,대구,13377,90,553.15,225,12437
2021-08-27,인천,11502,97,390.85,75,10190
2021-08-27,광주,3962,14,273.23,25,3695
2021-08-27,대전,5520,57,377.08,36,4585
2021-08-27,울산,4057,20,357.12,41,3644
2021-08-27,세종,963,9,270.63,1,873
2021-08-27,경기,69218,548,515.51,740,59537
2021-08-27,강원,5325,57,345.14,59,4878
2021-08-27,충북,5024,33,313.84,73,4457
2021-08-27,충남,6699,60,315.84,52,5632
2021-08-27,전북,3482,41,193.0,60,3053
2021-08-27,전남,2503,16,135.18,19,2283
2021-08-27,경북,6931,65,262.6,88,6173
2021-08-27,경남,9756,73,292.08,31,8709
2021-08-27,제주,2547,23,377.54,2,2146
2021-08-27,검역,5771,10,0.0,13,5310
2021-08-26,합계,243313,1882,469.45,2257,212868
2021-08-26,서울,76812,570,794.46,578,66624
2021-08-26,부산,11077,78,326.57,144,9675
2021-08-26,대구,13287,95,549.43,225,12390
2021-08-26,인천,11405,102,387.55,75,10058
2021-08-26,광주,3948,29,272.26,25,3673
2021-08-26,대전,5463,50,373.19,36,4444
2021-08-26,울산,4037,40,355.36,41,3598
2021-08-26,세종,954,10,268.1,1,865
2021-08-26,경기,68670,514,511.43,737,59293
2021-08-26,강원,5268,26,341.45,59,4855
2021-08-26,충북,4991,38,311.77,72,4390
2021-08-26,충남,6639,92,313.01,52,5596
2021-08-26,전북,3441,45,190.73,60,3038
2021-08-26,전남,2487,8,134.32,19,2268
2021-08-26,경북,6866,64,260.13,88,6128
2021-08-26,경남,9683,68,289.89,30,8617
2021-08-26,제주,2524,30,374.13,2,2121
2021-08-26,검역,5761,23,0.0,13,5235
2021-08-25,합계,241431,2154,465.82,2237,211161
2021-08-25,서울,76242,677,788.56,575,66391
2021-08-25,부산,10999,86,324.27,139,9544
2021-08-25,대구,13192,101,545.5,225,12335
2021-08-25,인천,11303,119,384.09,73,9973
2021-08-25,광주,3919,23,270.26,25,3653
2021-08-25,대전,5413,64,369.77,34,4421
2021-08-25,울산,3997,38,351.84,41,3568
2021-08-25,세종,944,16,265.29,1,860
2021-08-25,경기,68156,587,507.6,730,58597
2021-08-25,강원,5242,46,339.76,59,4809
2021-08-25,충북,4953,59,309.4,72,4351
2021-08-25,충남,6547,76,308.67,51,5486
2021-08-25,전북,3396,40,188.24,60,3021
2021-08-25,전남,2479,8,133.89,19,2247
2021-08-25,경북,6802,71,257.71,88,6052
2021-08-25,경남,9615,104,287.86,30,8554
2021-08-25,제주,2494,27,369.68,2,2064
2021-08-25,검역,5738,12,0.0,13,5235
2021-08-24,합계,239277,1507,461.67,2228,209181
2021-08-24,서울,75565,436,781.56,574,65742
2021-08-24,부산,10913,61,321.73,136,9388
2021-08-24,대구,13091,73,541.32,224,12270
2021-08-24,인천,11184,63,380.04,73,9825
2021-08-24,광주,3896,12,268.68,25,3612
2021-08-24,대전,5349,63,365.4,34,4374
2021-08-24,울산,3959,26,348.5,41,3528
2021-08-24,세종,928,7,260.8,1,852
2021-08-24,경기,67569,474,503.23,726,58282
2021-08-24,강원,5196,17,336.78,59,4779
2021-08-24,충북,4894,30,305.72,72,4315
2021-08-24,충남,6471,60,305.09,51,5392
2021-08-24,전북,3356,34,186.02,60,3000
2021-08-24,전남,2471,9,133.46,19,2213
2021-08-24,경북,6731,31,255.02,88,5962
2021-08-24,경남,9511,69,284.74,30,8437
2021-08-24,제주,2467,30,365.68,2,2018
2021-08-24,검역,5726,12,0.0,13,5192
2021-08-23,합계,237770,1417,458.76,2222,207591
2021-08-23,서울,75129,388,777.05,573,65285
2021-08-23,부산,10852,63,319.93,136,9255
2021-08-23,대구,13018,57,538.3,224,12194
2021-08-23,인천,11121,78,377.9,73,9781
2021-08-23,광주,3884,33,267.85,25,3588
2021-08-23,대전,5286,30,361.09,34,4366
2021-08-23,울산,3933,37,346.21,41,3499
2021-08-23,세종,921,11,258.83,1,849
2021-08-23,경기,67095,396,499.7,724,57933
2021-08-23,강원,5179,26,335.68,58,4719
2021-08-23,충북,4864,43,303.84,72,4271
2021-08-23,충남,6411,68,302.26,50,5364
2021-08-23,전북,3322,36,184.14,60,2951
2021-08-23,전남,2462,10,132.97,19,2176
2021-08-23,경북,6700,35,253.84,88,5911
2021-08-23,경남,9442,54,282.68,30,8293
2021-08-23,제주,2437,32,361.23,1,1965
2021-08-23,검역,5714,20,0.0,13,5191
2021-08-22,합계,236353,1626,456.02,2215,206263
2021-08-22,서울,74741,497,773.04,571,64796
2021-08-22,부산,10789,113,318.08,136,9116
2021-08-22,대구,12961,51,535.94,224,12152
2021-08-22,인천,11043,66,375.25,73,9707
2021-08-22,광주,3851,22,265.57,25,3579
2021-08-22,대전,5256,23,359.05,34,4349
2021-08-22,울산,3896,36,342.95,41,3478
2021-08-22,세종,910,1,255.74,1,839
2021-08-22,경기,66699,524,496.75,721,57697
2021-08-22,강원,5153,15,333.99,58,4702
2021-08-22,충북,4821,46,301.15,72,4238
2021-08-22,충남,6343,51,299.05,50,5345
2021-08-22,전북,3286,21,182.14,60,2935
2021-08-22,전남,2452,9,132.43,19,2160
2021-08-22,경북,6665,50,252.52,88,5857
2021-08-22,경남,9388,57,281.06,28,8191
2021-08-22,제주,2405,35,356.49,1,1931
2021-08-22,검역,5694,9,0.0,13,5191
2021-08-21,합계,234727,1877,452.89,2202,204501
2021-08-21,서울,74244,525,767.9,567,64437
2021-08-21,부산,10676,86,314.75,135,8982
2021-08-21,대구,12910,34,533.84,223,12105
2021-08-21,인천,10977,92,373.01,73,9651
2021-08-21,광주,3829,27,264.06,25,3571
2021-08-21,대전,5233,28,357.47,34,4242
2021-08-21,울산,3860,27,339.78,41,3443
2021-08-21,세종,909,2,255.46,1,826
2021-08-21,경기,66175,599,492.85,716,57031
2021-08-21,강원,5138,40,333.02,58,4685
2021-08-21,충북,4775,41,298.28,72,4179
2021-08-21,충남,6292,75,296.65,49,5315
2021-08-21,전북,3265,24,180.98,60,2916
2021-08-21,전남,2443,15,131.94,19,2129
2021-08-21,경북,6615,111,250.62,88,5799
2021-08-21,경남,9331,79,279.35,27,8092
2021-08-21,제주,2370,52,351.3,1,1907
2021-08-21,검역,5685,20,0.0,13,5191
2021-08-20,합계,232850,2050,449.27,2197,202757
2021-08-20,서울,73719,554,762.47,566,63958
2021-08-20,부산,10590,132,312.21,134,8847
2021-08-20,대구,12876,39,532.43,223,12048
2021-08-20,인천,10885,120,369.88,73,9510
2021-08-20,광주,3802,22,262.2,25,3551
2021-08-20,대전,5205,58,355.56,33,4207
2021-08-20,울산,3833,30,337.41,41,3411
2021-08-20,세종,907,13,254.9,1,816
2021-08-20,경기,65576,645,488.39,715,56691
2021-08-20,강원,5098,28,330.43,58,4662
2021-08-20,충북,4734,44,295.72,72,4107
2021-08-20,충남,6217,76,293.11,49,5245
2021-08-20,전북,3241,40,179.65,60,2885
2021-08-20,전남,2428,23,131.13,19,2112
2021-08-20,경북,6504,67,246.42,88,5725
2021-08-20,경남,9252,90,276.99,26,7940
2021-08-20,제주,2318,56,343.59,1,1880
2021-08-20,검역,5665,13,0.0,13,5162
2021-08-19,합계,230800,2152,445.31,2191,201216
2021-08-19,서울,73165,575,756.74,564,63453
2021-08-19,부산,10458,138,308.32,134,8739
2021-08-19,대구,12837,52,530.82,223,11956
2021-08-19,인천,10765,153,365.8,73,9439
2021-08-19,광주,3780,22,260.68,24,3535
2021-08-19,대전,5147,49,351.6,33,4184
2021-08-19,울산,3803,68,334.77,41,3360
2021-08-19,세종,894,13,251.24,1,812
2021-08-19,경기,64931,649,483.58,715,56320
2021-08-19,강원,5070,29,328.61,58,4629
2021-08-19,충북,4690,59,292.97,71,4077
2021-08-19,충남,6141,83,289.53,47,5196
2021-08-19,전북,3201,39,177.43,60,2861
2021-08-19,전남,2405,17,129.89,19,2103
2021-08-19,경북,6437,47,243.88,88,5670
2021-08-19,경남,9162,109,274.29,26,7858
2021-08-19,제주,2262,37,335.29,1,1867
2021-08-19,검역,5652,13,0.0,13,5157
2021-08-18,합계,228648,1803,441.16,2178,199567
2021-08-18,서울,72590,509,750.79,561,62888
2021-08-18,부산,10320,124,304.25,131,8596
2021-08-18,대구,12785,61,528.67,223,11874
2021-08-18,인천,10612,92,360.61,72,9368
2021-08-18,광주,3758,31,259.16,24,3517
2021-08-18,대전,5098,34,348.25,33,4159
2021-08-18,울산,3735,32,328.78,41,3302
2021-08-18,세종,881,6,247.59,1,809
2021-08-18,경기,64282,515,478.75,710,55994
2021-08-18,강원,5041,40,326.74,58,4603
2021-08-18,충북,4631,33,289.29,71,4023
2021-08-18,충남,6058,70,285.62,46,5123
2021-08-18,전북,3162,20,175.27,60,2833
2021-08-18,전남,2388,34,128.97,19,2073
2021-08-18,경북,6390,37,242.1,88,5627
2021-08-18,경남,9053,105,271.03,26,7767
2021-08-18,제주,2225,46,329.81,1,1854
2021-08-18,검역,5639,14,0.0,13,5157
2021-08-17,합계,226845,1372,437.68,2173,197213
2021-08-17,서울,72081,365,745.53,560,62363
2021-08-17,부산,10196,66,300.59,129,8496
2021-08-17,대구,12724,46,526.14,223,11791
2021-08-17,인천,10520,78,357.48,72,9274
2021-08-17,광주,3727,18,257.02,24,3476
2021-08-17,대전,5064,33,345.93,33,4018
2021-08-17,울산,3703,22,325.96,41,3271
2021-08-17,세종,875,3,245.9,1,800
2021-08-17,경기,63767,385,474.92,710,55220
2021-08-17,강원,5001,26,324.14,57,4557
2021-08-17,충북,4598,43,287.22,71,3961
2021-08-17,충남,5988,42,282.32,46,5022
2021-08-17,전북,3142,25,174.16,60,2819
2021-08-17,전남,2354,25,127.14,19,2062
2021-08-17,경북,6353,38,240.7,88,5574
2021-08-17,경남,8948,106,267.89,25,7610
2021-08-17,제주,2179,37,322.99,1,1847
2021-08-17,검역,5625,14,0.0,13,5052
2021-08-16,합계,225473,1555,435.03,2167,196187
2021-08-16,서울,71716,364,741.75,557,62241
2021-08-16,부산,10130,127,298.65,128,8401
2021-08-16,대구,12678,45,524.24,223,11734
2021-08-16,인천,10442,110,354.83,71,9217
2021-08-16,광주,3709,29,255.78,24,3447
2021-08-16,대전,5031,31,343.68,33,3987
2021-08-16,울산,3681,31,324.03,41,3249
2021-08-16,세종,872,3,245.06,1,788
2021-08-16,경기,63382,396,472.05,709,54934
2021-08-16,강원,4975,41,322.46,57,4529
2021-08-16,충북,4555,37,284.54,71,3924
2021-08-16,충남,5946,43,280.34,46,4955
2021-08-16,전북,3117,14,172.77,60,2789
2021-08-16,전남,2329,27,125.79,19,2051
2021-08-16,경북,6315,75,239.26,88,5537
2021-08-16,경남,8842,86,264.71,25,7531
2021-08-16,제주,2142,65,317.51,1,1837
2021-08-16,검역,5611,31,0.0,13,5036
2021-08-15,합계,223918,1816,432.03,2156,195092
2021-08-15,서울,71352,488,737.99,554,62056
2021-08-15,부산,10003,156,294.9,128,8316
2021-08-15,대구,12633,57,522.38,223,11628
2021-08-15,인천,10332,100,351.09,70,9161
2021-08-15,광주,3680,29,253.78,24,3447
2021-08-15,대전,5000,44,341.56,33,3884
2021-08-15,울산,3650,29,321.3,41,3231
2021-08-15,세종,869,5,244.22,1,768
2021-08-15,경기,62986,510,469.1,705,54648
2021-08-15,강원,4934,31,319.8,57,4516
2021-08-15,충북,4518,44,282.23,71,3901
2021-08-15,충남,5903,62,278.31,46,4924
2021-08-15,전북,3103,12,172.0,60,2768
2021-08-15,전남,2302,18,124.33,18,2043
2021-08-15,경북,6240,76,236.42,88,5499
2021-08-15,경남,8756,93,262.14,24,7449
2021-08-15,제주,2077,38,307.87,1,1818
2021-08-15,검역,5580,24,0.0,12,5035
2021-08-14,합계,222102,1928,428.53,2148,193767
2021-08-14,서울,70864,513,732.94,550,61695
2021-08-14,부산,9847,153,290.31,128,8214
2021-08-14,대구,12576,82,520.02,223,11562
2021-08-14,인천,10232,79,347.69,70,9080
2021-08-14,광주,3651,17,251.78,24,3432
2021-08-14,대전,4956,42,338.55,33,3849
2021-08-14,울산,3621,26,318.75,41,3220
2021-08-14,세종,864,10,242.81,1,758
2021-08-14,경기,62476,573,465.3,701,54331
2021-08-14,강원,4903,39,317.79,57,4480
2021-08-14,충북,4474,45,279.48,71,3862
2021-08-14,충남,5841,64,275.39,46,4882
2021-08-14,전북,3091,21,171.33,60,2745
2021-08-14,전남,2284,28,123.36,18,2029
2021-08-14,경북,6164,54,233.54,88,5444
2021-08-14,경남,8663,103,259.35,24,7353
2021-08-14,제주,2039,55,302.24,1,1797
2021-08-14,검역,5556,24,0.0,12,5034
2021-08-13,합계,220174,1989,424.81,2144,192236
2021-08-13,서울,70351,524,727.63,549,61235
2021-08-13,부산,9694,180,285.79,128,8138
2021-08-13,대구,12494,57,516.63,223,11485
2021-08-13,인천,10153,97,345.01,70,9034
2021-08-13,광주,3634,15,250.61,24,3420
2021-08-13,대전,4914,58,335.68,32,3763
2021-08-13,울산,3595,39,316.46,41,3205
2021-08-13,세종,854,7,240.0,1,750
2021-08-13,경기,61903,540,461.03,700,53905
2021-08-13,강원,4864,33,315.26,57,4441
2021-08-13,충북,4429,52,276.67,71,3824
2021-08-13,충남,5777,72,272.37,46,4851
2021-08-13,전북,3070,27,170.17,60,2714
2021-08-13,전남,2256,18,121.84,18,2021
2021-08-13,경북,6110,82,231.49,88,5410
2021-08-13,경남,8560,125,256.27,23,7237
2021-08-13,제주,1984,44,294.08,1,1777
2021-08-13,검역,5532,19,0.0,12,5026
2021-08-12,합계,218185,1987,420.97,2138,190520
2021-08-12,서울,69827,526,722.21,546,60672
2021-08-12,부산,9514,132,280.49,128,8056
2021-08-12,대구,12437,39,514.28,223,11453
2021-08-12,인천,10056,114,341.71,70,8913
2021-08-12,광주,3619,20,249.58,24,3392
2021-08-12,대전,4856,51,331.72,31,3653
2021-08-12,울산,3556,54,313.02,41,3180
2021-08-12,세종,847,11,238.03,1,743
2021-08-12,경기,61363,575,457.01,698,53468
2021-08-12,강원,4831,42,313.12,57,4405
2021-08-12,충북,4377,75,273.42,71,3773
2021-08-12,충남,5705,85,268.97,46,4803
2021-08-12,전북,3043,24,168.67,60,2690
2021-08-12,전남,2238,27,120.87,18,2015
2021-08-12,경북,6028,63,228.38,88,5382
2021-08-12,경남,8435,110,252.53,23,7155
2021-08-12,제주,1940,23,287.56,1,1755
2021-08-12,검역,5513,16,0.0,12,5012
2021-08-11,합계,216198,2221,417.14,2135,189492
2021-08-11,서울,69301,660,716.77,546,60518
2021-08-11,부산,9382,126,276.6,128,7994
2021-08-11,대구,12398,66,512.66,223,11427
2021-08-11,인천,9942,111,337.84,69,8840
2021-08-11,광주,3599,20,248.2,24,3367
2021-08-11,대전,4805,43,328.24,31,3522
2021-08-11,울산,3502,48,308.27,41,3168
2021-08-11,세종,836,8,234.94,1,738
2021-08-11,경기,60788,666,452.73,696,53150
2021-08-11,강원,4789,19,310.4,57,4373
2021-08-11,충북,4302,56,268.73,71,3746
2021-08-11,충남,5620,86,264.97,46,4783
2021-08-11,전북,3019,31,167.34,60,2680
2021-08-11,전남,2211,18,119.41,18,2008
2021-08-11,경북,5965,67,226.0,88,5347
2021-08-11,경남,8325,141,249.24,23,7078
2021-08-11,제주,1917,28,284.15,1,1742
2021-08-11,검역,5497,27,0.0,12,5011
2021-08-10,합계,213977,1537,412.85,2134,187509
2021-08-10,서울,68641,359,709.95,545,59911
2021-08-10,부산,9256,105,272.88,128,7919
2021-08-10,대구,12332,80,509.94,223,11386
2021-08-10,인천,9831,66,334.07,69,8660
2021-08-10,광주,3579,15,246.82,24,3338
2021-08-10,대전,4762,51,325.3,31,3490
2021-08-10,울산,3454,51,304.04,41,3156
2021-08-10,세종,828,4,232.69,1,730
2021-08-10,경기,60122,420,447.77,696,52553
2021-08-10,강원,4770,22,309.17,57,4341
2021-08-10,충북,4246,47,265.24,71,3731
2021-08-10,충남,5534,66,260.91,46,4739
2021-08-10,전북,2988,31,165.62,60,2667
2021-08-10,전남,2193,26,118.44,18,1987
2021-08-10,경북,5898,59,223.46,88,5322
2021-08-10,경남,8184,110,245.01,23,6975
2021-08-10,제주,1889,12,280.0,1,1719
2021-08-10,검역,5470,13,0.0,12,4885
2021-08-09,합계,212440,1491,409.89,2125,186227
2021-08-09,서울,68282,415,706.23,543,59456
2021-08-09,부산,9151,123,269.79,128,7871
2021-08-09,대구,12252,86,506.63,223,11344
2021-08-09,인천,9765,65,331.82,67,8569
2021-08-09,광주,3564,19,245.78,24,3317
2021-08-09,대전,4711,42,321.82,31,3455
2021-08-09,울산,3403,25,299.56,41,3140
2021-08-09,세종,824,1,231.57,1,719
2021-08-09,경기,59702,408,444.64,692,52280
2021-08-09,강원,4748,24,307.74,57,4297
2021-08-09,충북,4199,38,262.3,71,3704
2021-08-09,충남,5468,68,257.8,46,4711
2021-08-09,전북,2957,21,163.9,60,2641
2021-08-09,전남,2167,14,117.04,18,1970
2021-08-09,경북,5839,30,221.22,87,5290
2021-08-09,경남,8074,88,241.72,23,6889
2021-08-09,제주,1877,11,278.22,1,1693
2021-08-09,검역,5457,13,0.0,12,4881
2021-08-08,합계,210949,1728,407.01,2121,184987
2021-08-08,서울,67867,450,701.94,542,59003
2021-08-08,부산,9028,147,266.16,128,7787
2021-08-08,대구,12166,63,503.07,223,11299
2021-08-08,인천,9700,75,329.61,66,8503
2021-08-08,광주,3545,32,244.47,24,3279
2021-08-08,대전,4669,33,318.95,31,3427
2021-08-08,울산,3378,58,297.35,41,3122
2021-08-08,세종,823,7,231.29,1,717
2021-08-08,경기,59294,462,441.6,690,52004
2021-08-08,강원,4724,25,306.19,57,4258
2021-08-08,충북,4161,55,259.93,71,3677
2021-08-08,충남,5400,86,254.59,46,4672
2021-08-08,전북,2936,20,162.74,60,2632
2021-08-08,전남,2153,20,116.28,18,1951
2021-08-08,경북,5809,56,220.09,87,5272
2021-08-08,경남,7986,118,239.09,23,6827
2021-08-08,제주,1866,5,276.59,1,1676
2021-08-08,검역,5444,16,0.0,12,4881
2021-08-07,합계,209221,1823,403.68,2116,183774
2021-08-07,서울,67417,503,697.29,540,58678
2021-08-07,부산,8881,146,261.83,128,7692
2021-08-07,대구,12103,68,500.47,222,11234
2021-08-07,인천,9625,90,327.07,66,8421
2021-08-07,광주,3513,18,242.27,24,3272
2021-08-07,대전,4636,57,316.69,31,3404
2021-08-07,울산,3320,21,292.25,41,3104
2021-08-07,세종,816,18,229.32,1,710
2021-08-07,경기,58832,514,438.16,688,51679
2021-08-07,강원,4699,33,304.57,57,4223
2021-08-07,충북,4106,43,256.49,71,3647
2021-08-07,충남,5314,54,250.54,46,4654
2021-08-07,전북,2916,20,161.63,60,2612
2021-08-07,전남,2133,20,115.2,18,1927
2021-08-07,경북,5753,49,217.96,87,5245
2021-08-07,경남,7868,131,235.55,23,6737
2021-08-07,제주,1861,13,275.85,1,1654
2021-08-07,검역,5428,25,0.0,12,4881
2021-08-06,합계,207398,1704,400.16,2113,182039
2021-08-06,서울,66914,464,692.09,540,58015
2021-08-06,부산,8735,107,257.52,128,7612
2021-08-06,대구,12035,84,497.65,222,11179
2021-08-06,인천,9535,103,324.01,66,8345
2021-08-06,광주,3495,14,241.02,24,3250
2021-08-06,대전,4579,50,312.8,30,3380
2021-08-06,울산,3299,24,290.4,41,3092
2021-08-06,세종,798,20,224.26,1,698
2021-08-06,경기,58318,462,434.33,687,51234
2021-08-06,강원,4666,26,302.43,57,4183
2021-08-06,충북,4063,41,253.8,71,3618
2021-08-06,충남,5260,53,247.99,46,4606
2021-08-06,전북,2896,34,160.52,60,2587
2021-08-06,전남,2113,24,114.12,17,1906
2021-08-06,경북,5704,56,216.11,87,5219
2021-08-06,경남,7737,98,231.63,23,6615
2021-08-06,제주,1848,16,273.93,1,1630
2021-08-06,검역,5403,28,0.0,12,4870
2021-08-05,합계,205694,1775,396.87,2109,180705
2021-08-05,서울,66450,466,687.29,539,57504
2021-08-05,부산,8628,112,254.37,128,7535
2021-08-05,대구,11951,121,494.18,222,11116
2021-08-05,인천,9432,90,320.51,66,8261
2021-08-05,광주,3481,17,240.06,24,3233
2021-08-05,대전,4529,70,309.38,30,3345
2021-08-05,울산,3275,13,288.29,41,3088
2021-08-05,세종,778,15,218.64,1,690
2021-08-05,경기,57856,486,430.89,686,50969
2021-08-05,강원,4640,31,300.74,56,4146
2021-08-05,충북,4022,45,251.24,71,3599
2021-08-05,충남,5207,71,245.49,45,4558
2021-08-05,전북,2862,19,158.64,60,2549
2021-08-05,전남,2089,20,112.82,17,1898
2021-08-05,경북,5648,60,213.99,87,5192
2021-08-05,경남,7639,82,228.7,23,6537
2021-08-05,제주,1832,24,271.55,1,1616
2021-08-05,검역,5375,33,0.0,12,4869
2021-08-04,합계,203919,1725,393.45,2106,179107
2021-08-04,서울,65984,486,682.47,537,57121
2021-08-04,부산,8516,111,251.07,128,7418
2021-08-04,대구,11830,75,489.18,222,11050
2021-08-04,인천,9342,83,317.45,66,8131
2021-08-04,광주,3464,16,238.89,24,3225
2021-08-04,대전,4459,59,304.6,30,3307
2021-08-04,울산,3262,15,287.14,41,3076
2021-08-04,세종,763,8,214.43,1,681
2021-08-04,경기,57370,487,427.27,685,50521
2021-08-04,강원,4609,22,298.73,56,4103
2021-08-04,충북,3977,45,248.43,71,3562
2021-08-04,충남,5136,55,242.15,45,4465
2021-08-04,전북,2843,33,157.59,60,2533
2021-08-04,전남,2069,15,111.74,17,1866
2021-08-04,경북,5588,48,211.71,87,5169
2021-08-04,경남,7557,114,226.24,23,6446
2021-08-04,제주,1808,23,268.0,1,1606
2021-08-04,검역,5342,30,0.0,12,4827
2021-08-03,합계,202194,1200,390.12,2104,177889
2021-08-03,서울,65498,311,677.44,537,56795
2021-08-03,부산,8405,69,247.79,128,7313
2021-08-03,대구,11755,37,486.08,222,10989
2021-08-03,인천,9259,48,314.63,65,8043
2021-08-03,광주,3448,18,237.78,24,3203
2021-08-03,대전,4400,78,300.57,30,3283
2021-08-03,울산,3247,8,285.82,41,3061
2021-08-03,세종,755,7,212.18,1,674
2021-08-03,경기,56883,360,423.65,684,50280
2021-08-03,강원,4587,25,297.31,56,4051
2021-08-03,충북,3932,39,245.62,71,3521
2021-08-03,충남,5081,51,239.55,45,4424
2021-08-03,전북,2810,16,155.76,60,2508
2021-08-03,전남,2054,4,110.93,17,1836
2021-08-03,경북,5540,25,209.89,87,5141
2021-08-03,경남,7443,72,222.83,23,6352
2021-08-03,제주,1785,21,264.59,1,1588
2021-08-03,검역,5312,11,0.0,12,4827
2021-08-02,합계,200994,1218,387.8,2099,176584
2021-08-02,서울,65187,364,674.22,535,56372
2021-08-02,부산,8336,72,245.76,128,7214
2021-08-02,대구,11718,26,484.55,222,10942
2021-08-02,인천,9211,62,313.0,64,7942
2021-08-02,광주,3430,17,236.54,24,3194
2021-08-02,대전,4322,64,295.24,30,3266
2021-08-02,울산,3239,13,285.12,41,3052
2021-08-02,세종,748,3,210.21,1,668
2021-08-02,경기,56523,337,420.96,684,49977
2021-08-02,강원,4562,25,295.69,56,3992
2021-08-02,충북,3893,26,243.19,71,3511
2021-08-02,충남,5030,38,237.15,45,4401
2021-08-02,전북,2794,13,154.87,60,2485
2021-08-02,전남,2050,6,110.72,17,1822
2021-08-02,경북,5515,31,208.95,87,5131
2021-08-02,경남,7371,84,220.67,22,6220
2021-08-02,제주,1764,12,261.47,1,1569
2021-08-02,검역,5301,25,0.0,11,4826
2021-08-01,합계,199776,1442,385.45,2098,175658
2021-08-01,서울,64823,473,670.46,535,56180
2021-08-01,부산,8264,58,243.64,128,7119
2021-08-01,대구,11692,23,483.47,222,10902
2021-08-01,인천,9149,89,310.89,64,7891
2021-08-01,광주,3413,14,235.37,24,3187
2021-08-01,대전,4258,69,290.87,30,3249
2021-08-01,울산,3226,20,283.97,41,3035
2021-08-01,세종,745,9,209.37,1,660
2021-08-01,경기,56186,406,418.45,684,49708
2021-08-01,강원,4537,44,294.07,55,3958
