대분류,시도,중분류,시군구,소분류,읍면동,영문표기,한자 표기,비고
23,인천광역시,23090,미추홀구,23090690,주안5동,Juan 5(o)-dong,朱安5洞,2309069
23,인천광역시,23090,미추홀구,23090700,주안6동,Juan 6(yuk)-dong,朱安6洞,2309070
23,인천광역시,23090,미추홀구,23090710,주안7동,Juan 7(chil)-dong,朱安7洞,2309071
23,인천광역시,23090,미추홀구,23090720,주안8동,Juan 8(pal)-dong,朱安8洞,2309072
23,인천광역시,23090,미추홀구,23090730,관교동,Gwangyo-dong,官校洞,2309073
23,인천광역시,23090,미추홀구,23090740,문학동,Munhak-dong,文鶴洞,2309074
23,인천광역시,23040,연수구,23040510,옥련1동,Ongnyeon 1(il)-dong,玉蓮1洞,2304051
23,인천광역시,23040,연수구,23040600,옥련2동,Ongnyeon 2(i)-dong,玉蓮2洞,2304060
23,인천광역시,23040,연수구,23040520,선학동,Seonhak-dong,仙鶴洞,2304052
23,인천광역시,23040,연수구,23040530,연수1동,Yeonsu 1(il)-dong,延壽1洞,2304053
23,인천광역시,23040,연수구,23040540,연수2동,Yeonsu 2(i)-dong,延壽2洞,2304054
23,인천광역시,23040,연수구,23040550,연수3동,Yeonsu 3(sam)-dong,延壽3洞,2304055
23,인천광역시,23040,연수구,23040560,청학동,Cheonghak-dong,靑鶴洞,2304056
23,인천광역시,23040,연수구,23040570,동춘1동,Dongchun 1(il)-dong,東春1洞,2304057
23,인천광역시,23040,연수구,23040580,동춘2동,Dongchun 2(i)-dong,東春2洞,2304058
23,인천광역시,23040,연수구,23040590,동춘3동,Dongchun 3(sam)-dong,東春3洞,2304059
23,인천광역시,23040,연수구,23040640,송도1동,Songdo 1(il)-dong,松島1洞,2304064
23,인천광역시,23040,연수구,23040660,송도2동,Songdo 2(i)dong,松島2洞,2304066
23,인천광역시,23040,연수구,23040650,송도3동,Songdo 3(sam)dong,松島3洞,2304065
23,인천광역시,23040,연수구,23040680,송도4동,Songdo 4(sa)dong,松島4洞,2304068
23,인천광역시,23040,연수구,23040690,송도5동,Songdo 5(o)dong,松島5洞,2304069
23,인천광역시,23050,남동구,23050510,구월1동,Guwol 1(il)-dong,九月1洞,2305051
23,인천광역시,23050,남동구,23050520,구월2동,Guwol 2(i)-dong,九月2洞,2305052
23,인천광역시,23050,남동구,23050530,구월3동,Guwol 3(sam)-dong,九月3洞,2305053
23,인천광역시,23050,남동구,23050540,구월4동,Guwol 4(sa)-dong,九月4洞,2305054
23,인천광역시,23050,남동구,23050550,간석1동,Ganseok 1(il)-dong,間石1洞,2305055
23,인천광역시,23050,남동구,23050560,간석2동,Ganseok 2(i)-dong,間石2洞,2305056
23,인천광역시,23050,남동구,23050570,간석3동,Ganseok 3(sam)-dong,間石3洞,2305057
23,인천광역시,23050,남동구,23050580,간석4동,Ganseok 4(sa)-dong,間石4洞,2305058
23,인천광역시,23050,남동구,23050590,만수1동,Mansu 1(il)-dong,萬壽1洞,2305059
23,인천광역시,23050,남동구,23050600,만수2동,Mansu 2(i)-dong,萬壽2洞,2305060
23,인천광역시,23050,남동구,23050610,만수3동,Mansu 3(sam)-dong,萬壽3洞,2305061
23,인천광역시,23050,남동구,23050620,만수4동,Mansu 4(sa)-dong,萬壽4洞,2305062
23,인천광역시,23050,남동구,23050630,만수5동,Mansu 5(o)-dong,萬壽5洞,2305063
23,인천광역시,23050,남동구,23050640,만수6동,Mansu 6(yuk)-dong,萬壽6洞,2305064
23,인천광역시,23050,남동구,23050750,장수서창동,Jangsuseochang-dong,長壽西昌洞,2305075
23,인천광역시,23050,남동구,23050760,서창2동,Seochang 2(i)-dong,西昌2洞,2305076
23,인천광역시,23050,남동구,23050670,남촌도림동,Namchondorim-dong,南村桃林洞,2305067
23,인천광역시,23050,남동구,23050720,논현1동,Nonhyeon 1(il)-dong,論峴1洞,2305072
23,인천광역시,23050,남동구,23050730,논현2동,Nonhyeon 2(i)-dong,論峴2洞,2305073
23,인천광역시,23050,남동구,23050740,논현고잔동,Nonhyeongojan-dong,論峴古棧洞,2305074
23,인천광역시,23060,부평구,23060510,부평1동,Bupyeong 1(il)-dong,富平1洞,2306051
23,인천광역시,23060,부평구,23060520,부평2동,Bupyeong 2(i)-dong,富平2洞,2306052
23,인천광역시,23060,부평구,23060530,부평3동,Bupyeong 3(sam)-dong,富平3洞,2306053
23,인천광역시,23060,부평구,23060540,부평4동,Bupyeong 4(sa)-dong,富平4洞,2306054
23,인천광역시,23060,부평구,23060550,부평5동,Bupyeong 5(o)-dong,富平5洞,2306055
23,인천광역시,23060,부평구,23060560,부평6동,Bupyeong 6(yuk)-dong,富平6洞,2306056
23,인천광역시,23060,부평구,23060570,산곡1동,Sangok 1(il)-dong,山谷1洞,2306057
23,인천광역시,23060,부평구,23060580,산곡2동,Sangok 2(i)-dong,山谷2洞,2306058
23,인천광역시,23060,부평구,23060590,산곡3동,Sangok 3(sam)-dong,山谷3洞,2306059
23,인천광역시,23060,부평구,23060600,산곡4동,Sangok 4(sa)-dong,山谷4洞,2306060
23,인천광역시,23060,부평구,23060610,청천1동,Cheongcheon 1(il)-dong,淸川1洞,2306061
23,인천광역시,23060,부평구,23060620,청천2동,Cheongcheon 2(i)-dong,淸川2洞,2306062
23,인천광역시,23060,부평구,23060630,갈산1동,Galsan 1(il)-dong,葛山1洞,2306063
23,인천광역시,23060,부평구,23060640,갈산2동,Galsan 2(i)-dong,葛山2洞,2306064
23,인천광역시,23060,부평구,23060650,삼산1동,Samsan 1(il)-dong,三山1洞,2306065
23,인천광역시,23060,부평구,23060720,삼산2동,Samsan 2(i)-dong,三山2洞,2306072
23,인천광역시,23060,부평구,23060660,부개1동,Bugae 1(il)-dong,富開1洞,2306066
23,인천광역시,23060,부평구,23060670,부개2동,Bugae 2(i)-dong,富開2洞,2306067
23,인천광역시,23060,부평구,23060680,부개3동,Bugae 3(sam)-dong,富開3洞,2306068
23,인천광역시,23060,부평구,23060690,일신동,Ilsin-dong,日新洞,2306069
23,인천광역시,23060,부평구,23060700,십정1동,Sipjeong 1(il)-dong,十井1洞,2306070
23,인천광역시,23060,부평구,23060710,십정2동,Sipjeong 2(i)-dong,十井2洞,2306071
23,인천광역시,23070,계양구,23070510,효성1동,Hyoseong 1(il)-dong,曉星1洞,2307051
23,인천광역시,23070,계양구,23070520,효성2동,Hyoseong 2(i)-dong,曉星2洞,2307052
23,인천광역시,23070,계양구,23070530,계산1동,Gyesan 1(il)-dong,桂山1洞,2307053
23,인천광역시,23070,계양구,23070540,계산2동,Gyesan 2(i)-dong,桂山2洞,2307054
23,인천광역시,23070,계양구,23070550,계산3동,Gyesan 3(sam)-dong,桂山3洞,2307055
23,인천광역시,23070,계양구,23070620,계산4동,Gyesan 4(sa)-dong,桂山4洞,2307062
23,인천광역시,23070,계양구,23070560,작전1동,Jakjeon 1(il)-dong,鵲田1洞,2307056
23,인천광역시,23070,계양구,23070570,작전2동,Jakjeon 2(i)-dong,鵲田2洞,2307057
23,인천광역시,23070,계양구,23070580,작전서운동,Jakjeonseoun-dong,鵲田瑞雲洞,2307058
23,인천광역시,23070,계양구,23070630,계양1동,Gyeyang 1(il)-dong,桂陽1洞,2307063
23,인천광역시,23070,계양구,23070610,계양2동,Gyeyang 2(i)-dong,桂陽2洞,2307061
23,인천광역시,23070,계양구,23070640,계양3동,Gyeyang 3(sam)-dong,桂陽3洞,2307064
23,인천광역시,23080,서구,23080510,검암경서동,Geomamgyeongseo-dong,黔岩景西洞,2308051
23,인천광역시,23080,서구,23080530,연희동,Yeonhui-dong,連喜洞,2308053
23,인천광역시,23080,서구,23080740,청라1동,Cheongna 1(il)-dong,靑羅1洞,2308074
23,인천광역시,23080,서구,23080780,청라2동,Cheongna 2(i)-dong,靑羅2洞,2308078
23,인천광역시,23080,서구,23080790,청라3동,Cheongna 3(sam)-dong,靑羅3洞,2308079
23,인천광역시,23080,서구,23080540,가정1동,Gajeong 1(il)-dong,佳亭1洞,2308054
23,인천광역시,23080,서구,23080550,가정2동,Gajeong 2(i)-dong,佳亭2洞,2308055
23,인천광역시,23080,서구,23080560,가정3동,Gajeong 3(sam)-dong,佳亭3洞,2308056
23,인천광역시,23080,서구,23080580,석남1동,Seongnam 1(il)-dong,石南1洞,2308058
23,인천광역시,23080,서구,23080590,석남2동,Seongnam 2(i)-dong,石南2洞,2308059
23,인천광역시,23080,서구,23080600,석남3동,Seongnam 3(sam)-dong,石南3洞,2308060
23,인천광역시,23080,서구,23080730,신현원창동,Sinhyeonwonchang-dong,新峴元倉洞,2308073
23,인천광역시,23080,서구,23080620,가좌1동,Gajwa 1(il)-dong,佳佐1洞,2308062
23,인천광역시,23080,서구,23080630,가좌2동,Gajwa 2(i)-dong,佳佐2洞,2308063
23,인천광역시,23080,서구,23080640,가좌3동,Gajwa 3(sam)-dong,佳佐3洞,2308064
23,인천광역시,23080,서구,23080650,가좌4동,Gajwa 4(sa)-dong,佳佐4洞,2308065
23,인천광역시,23080,서구,23080800,검단동,Geomdan-dong,黔丹洞,2308080
23,인천광역시,23080,서구,23080810,불로대곡동,Bullodaegok-dong,不老大谷洞,2308081
23,인천광역시,23080,서구,23080870,원당동,Wondang-dong,元堂洞,2308087
23,인천광역시,23080,서구,23080850,당하동,Dangha-dong,堂下洞,2308085
23,인천광역시,23080,서구,23080840,오류왕길동,Oryuwanggil-dong,梧柳旺吉洞,2308084
23,인천광역시,23080,서구,23080860,마전동,Majeon-dong,麻田洞,2308086
23,인천광역시,23080,서구,23080880,아라동,Ara-dong,아라洞,2308088
23,인천광역시,23510,강화군,23510110,강화읍,Ganghwa-eup,江華邑,2331011
23,인천광역시,23510,강화군,23510310,선원면,Seonwon-myeon,仙源面,2331031
23,인천광역시,23510,강화군,23510320,불은면,Bureun-myeon,佛恩面,2331032
23,인천광역시,23510,강화군,23510330,길상면,Gilsang-myeon,吉祥面,2331033
23,인천광역시,23510,강화군,23510340,화도면,Hwado-myeon,華道面,2331034
23,인천광역시,23510,강화군,23510350,양도면,Yangdo-myeon,良道面,2331035
23,인천광역시,23510,강화군,23510360,내가면,Naega-myeon,內可面,2331036
23,인천광역시,23510,강화군,23510370,하점면,Hajeom-myeon,河岾面,2331037
23,인천광역시,23510,강화군,23510380,양사면,Yangsa-myeon,兩寺面,2331038
23,인천광역시,23510,강화군,23510390,송해면,Songhae-myeon,松海面,2331039
23,인천광역시,23510,강화군,23510400,교동면,Gyodong-myeon,喬洞面,2331040
23,인천광역시,23510,강화군,23510410,삼산면,Samsan-myeon,三山面,2331041
23,인천광역시,23510,강화군,23510420,서도면,Seodo-myeon,西島面,2331042
23,인천광역시,23520,옹진군,23520310,북도면,Bukdo-myeon,北島面,2332031
23,인천광역시,23520,옹진군,23520330,백령면,Baengnyeong-myeon,白翎面,2332033
23,인천광역시,23520,옹진군,23520340,대청면,Daecheong-myeon,大靑面,2332034
23,인천광역시,23520,옹진군,23520350,덕적면,Deokjeok-myeon,德積面,2332035
23,인천광역시,23520,옹진군,23520370,영흥면,Yeongheung-myeon,靈興面,2332037
23,인천광역시,23520,옹진군,23520360,자월면,Jawol-myeon,紫月面,2332036
23,인천광역시,23520,옹진군,23520320,연평면,Yeonpyeong-myeon,延坪面,2332032
24,광주광역시,24010,동구,24010510,충장동,Chungjang-dong,忠壯洞,2401051
24,광주광역시,24010,동구,24010540,동명동,Dongmyeong-dong,東明洞,2401054
24,광주광역시,24010,동구,24010560,계림1동,Gyerim 1(il)-dong,鷄林1洞,2401056
24,광주광역시,24010,동구,24010580,계림2동,Gyerim 2(i)-dong,鷄林2洞,2401058
24,광주광역시,24010,동구,24010590,산수1동,Sansu 1(il)-dong,山水1洞,2401059
24,광주광역시,24010,동구,24010610,산수2동,Sansu 2(i)-dong,山水2洞,2401061
24,광주광역시,24010,동구,24010620,지산1동,Jisan 1(il)-dong,芝山1洞,2401062
24,광주광역시,24010,동구,24010630,지산2동,Jisan 2(i)-dong,芝山2洞,2401063
24,광주광역시,24010,동구,24010640,서남동,Seonam-dong,瑞南洞,2401064
24,광주광역시,24010,동구,24010680,학동,Hak-dong,鶴洞,2401068
24,광주광역시,24010,동구,24010710,학운동,Hagun-dong,鶴雲洞,2401071
24,광주광역시,24010,동구,24010720,지원1동,Jiwon 1(il)-dong,池元1洞,2401072
24,광주광역시,24010,동구,24010730,지원2동,Jiwon 2(i)-dong,池元2洞,2401073
24,광주광역시,24020,서구,24020510,양동,Yang-dong,良洞,2402051
24,광주광역시,24020,서구,24020530,양3동,Yang 3(sam)-dong,良3洞,2402053
24,광주광역시,24020,서구,24020540,농성1동,Nongseong 1(il)-dong,農城1洞,2402054
24,광주광역시,24020,서구,24020550,농성2동,Nongseong 2(i)-dong,農城2洞,2402055
24,광주광역시,24020,서구,24020560,광천동,Gwangcheon-dong,光川洞,2402056
24,광주광역시,24020,서구,24020570,유덕동,Yudeok-dong,柳德洞,2402057
24,광주광역시,24020,서구,24020660,치평동,Chipyeong-dong,治平洞,2402066
24,광주광역시,24020,서구,24020580,상무1동,Sangmu 1(il)-dong,尙武1洞,2402058
24,광주광역시,24020,서구,24020590,상무2동,Sangmu 2(i)-dong,尙武2洞,2402059
24,광주광역시,24020,서구,24020600,화정1동,Hwajeong 1(il)-dong,花亭1洞,2402060
24,광주광역시,24020,서구,24020610,화정2동,Hwajeong 2(i)-dong,花亭2洞,2402061
24,광주광역시,24020,서구,24020620,화정3동,Hwajeong 3(sam)-dong,花亭3洞,2402062
24,광주광역시,24020,서구,24020630,화정4동,Hwajeong 4(sa)-dong,花亭4洞,2402063
24,광주광역시,24020,서구,24020640,서창동,Seochang-dong,西倉洞,2402064
24,광주광역시,24020,서구,24020680,금호1동,Geumho 1(il)-dong,金湖1洞,2402068
24,광주광역시,24020,서구,24020690,금호2동,Geumho 2(i)-dong,金湖2洞,2402069
24,광주광역시,24020,서구,24020670,풍암동,Pungam-dong,豊岩洞,2402067
24,광주광역시,24020,서구,24020700,동천동,Dongcheon-dong,東川洞,2402070
24,광주광역시,24030,남구,24030510,양림동,Yangnim-dong,楊林洞,2403051
24,광주광역시,24030,남구,24030520,방림1동,Bangnim 1(il)-dong,芳林1洞,2403052
24,광주광역시,24030,남구,24030530,방림2동,Bangnim 2(i)-dong,芳林2洞,2403053
24,광주광역시,24030,남구,24030680,봉선1동,Bongseon 1(il)-dong,鳳仙1洞,2403068
24,광주광역시,24030,남구,24030690,봉선2동,Bongseon 2(i)-dong,鳳仙2洞,2403069
24,광주광역시,24030,남구,24030540,사직동,Sajik-dong,社稷洞,2403054
24,광주광역시,24030,남구,24030570,월산동,Wolsan-dong,月山洞,2403057
24,광주광역시,24030,남구,24030600,월산4동,Wolsan 4(sa)-dong,月山4洞,2403060
24,광주광역시,24030,남구,24030610,월산5동,Wolsan 5(o)-dong,月山5洞,2403061
24,광주광역시,24030,남구,24030620,백운1동,Baegun 1(il)-dong,白雲1洞,2403062
24,광주광역시,24030,남구,24030630,백운2동,Baegun 2(i)-dong,白雲2洞,2403063
24,광주광역시,24030,남구,24030640,주월1동,Juwol 1(il)-dong,珠月1洞,2403064
24,광주광역시,24030,남구,24030650,주월2동,Juwol 2(i)-dong,珠月2洞,2403065
24,광주광역시,24030,남구,24030710,진월동,Jinwol-dong,眞月洞,2403071
24,광주광역시,24030,남구,24030720,효덕동,Hyodeok-dong,孝德洞,2403072
24,광주광역시,24030,남구,24030670,송암동,Songam-dong,松岩洞,2403067
24,광주광역시,24030,남구,24030700,대촌동,Daechon-dong,大村洞,2403070
24,광주광역시,24040,북구,24040510,중흥1동,Jungheung 1(il)-dong,中興1洞,2404051
24,광주광역시,24040,북구,24040520,중흥2동,Jungheung 2(i)-dong,中興2洞,2404052
24,광주광역시,24040,북구,24040530,중흥3동,Jungheung 3(sam)-dong,中興3洞,2404053
24,광주광역시,24040,북구,24040540,중앙동,Jungang-dong,中央洞,2404054
24,광주광역시,24040,북구,24040550,임동,Im-dong,林洞,2404055
24,광주광역시,24040,북구,24040560,신안동,Sinan-dong,新安洞,2404056
24,광주광역시,24040,북구,24040570,용봉동,Yongbong-dong,龍鳳洞,2404057
24,광주광역시,24040,북구,24040580,운암1동,Unam 1(il)-dong,雲岩1洞,2404058
24,광주광역시,24040,북구,24040590,운암2동,Unam 2(i)-dong,雲岩2洞,2404059
24,광주광역시,24040,북구,24040600,운암3동,Unam 3(sam)-dong,雲岩3洞,2404060
24,광주광역시,24040,북구,24040610,동림동,Dongnim-dong,東林洞,2404061
24,광주광역시,24040,북구,24040620,우산동,Usan-dong,牛山洞,2404062
24,광주광역시,24040,북구,24040630,풍향동,Punghyang-dong,豊鄕洞,2404063
24,광주광역시,24040,북구,24040640,문화동,Munhwa-dong,文化洞,2404064
24,광주광역시,24040,북구,24040650,문흥1동,Munheung 1(il)-dong,文興1洞,2404065
24,광주광역시,24040,북구,24040660,문흥2동,Munheung 2(i)-dong,文興2洞,2404066
24,광주광역시,24040,북구,24040670,두암1동,Duam 1(il)-dong,斗岩1洞,2404067
24,광주광역시,24040,북구,24040680,두암2동,Duam 2(i)-dong,斗岩2洞,2404068
24,광주광역시,24040,북구,24040690,두암3동,Duam 3(sam)-dong,斗岩3洞,2404069
24,광주광역시,24040,북구,24040700,삼각동,Samgak-dong,三角洞,2404070
24,광주광역시,24040,북구,24040780,일곡동,Ilgok-dong,日谷洞,2404078
24,광주광역시,24040,북구,24040710,매곡동,Maegok-dong,梅谷洞,2404071
24,광주광역시,24040,북구,24040720,오치1동,Ochi 1(il)-dong,梧峙1洞,2404072
24,광주광역시,24040,북구,24040730,오치2동,Ochi 2(i)-dong,梧峙2洞,2404073
24,광주광역시,24040,북구,24040740,석곡동,Seokgok-dong,石谷洞,2404074
24,광주광역시,24040,북구,24040810,건국동,Geonguk-dong,建國洞,2404081
24,광주광역시,24040,북구,24040800,양산동,yangsan-dong,陽山洞,2404080
24,광주광역시,24040,북구,24040820,신용동,Sinyong-dong,臣龍洞,2404082
24,광주광역시,24050,광산구,24050510,송정1동,Songjeong 1(il)-dong,松汀1洞,2405051
24,광주광역시,24050,광산구,24050520,송정2동,Songjeong 2(i)-dong,松汀2洞,2405052
24,광주광역시,24050,광산구,24050540,도산동,Dosan-dong,道山洞,2405054
24,광주광역시,24050,광산구,24050550,신흥동,Sinheung-dong,魚龍洞,2405055
24,광주광역시,24050,광산구,24050560,어룡동,Eoryong-dong,牛山洞,2405056
24,광주광역시,24050,광산구,24050580,우산동,Usan-dong,牛山洞,2405058
24,광주광역시,24050,광산구,24050590,월곡1동,Wolgok 1(il)-dong,月谷1洞,2405059
24,광주광역시,24050,광산구,24050600,월곡2동,Wolgok 2(i)-dong,月谷2洞,2405060
24,광주광역시,24050,광산구,24050610,비아동,Bia-dong,飛鴉洞,2405061
24,광주광역시,24050,광산구,24050690,첨단1동,Cheomdan 1(il)-dong,尖端1洞,2405069
24,광주광역시,24050,광산구,24050700,첨단2동,Cheomdan 2(i)-dong,尖端2洞,2405070
24,광주광역시,24050,광산구,24050740,신가동,Singa-dong,三道洞,2405074
24,광주광역시,24050,광산구,24050710,운남동,Unnam-dong,新佳洞,2405071
24,광주광역시,24050,광산구,24050750,수완동,Suwan-dong,水莞洞,2405075
24,광주광역시,24050,광산구,24050630,하남동,Hanam-dong,新昌洞,2405063
24,광주광역시,24050,광산구,24050640,임곡동,Imgok-dong,雲南洞,2405064
24,광주광역시,24050,광산구,24050650,동곡동,Donggok-dong,河南洞,2405065
24,광주광역시,24050,광산구,24050660,평동,Pyeong-dong,林谷洞,2405066
24,광주광역시,24050,광산구,24050670,삼도동,Samdo-dong,東谷洞,2405067
24,광주광역시,24050,광산구,24050680,본량동,Bolyang-dong,平洞,2405068
24,광주광역시,24050,광산구,24050730,신창동,Sinchang-dong,本良洞,2405073
25,대전광역시,25010,동구,25010760,중앙동,Jungang-dong,中央洞,2501076
25,대전광역시,25010,동구,25010530,효동,Hyo-dong,孝洞,2501053
25,대전광역시,25010,동구,25010770,신인동,Sinin-dong,新仁洞,2501077
25,대전광역시,25010,동구,25010550,판암1동,Panam 1(il)-dong,板岩1洞,2501055
25,대전광역시,25010,동구,25010560,판암2동,Panam 2(i)-dong,板岩2洞,2501056
25,대전광역시,25010,동구,25010570,용운동,Yongun-dong,龍雲洞,2501057
25,대전광역시,25010,동구,25010780,대동,Dae-dong,大洞,2501078
25,대전광역시,25010,동구,25010600,자양동,Jayang-dong,紫陽洞,2501060
25,대전광역시,25010,동구,25010630,가양1동,Gayang 1(il)-dong,佳陽1洞,2501063
25,대전광역시,25010,동구,25010640,가양2동,Gayang 2(i)-dong,佳陽2洞,2501064
25,대전광역시,25010,동구,25010650,용전동,Yongjeon-dong,龍田洞,2501065
25,대전광역시,25010,동구,25010790,성남동,Seongnam-dong,城南洞,2501079
25,대전광역시,25010,동구,25010680,홍도동,Hongdo-dong,弘道洞,2501068
25,대전광역시,25010,동구,25010800,삼성동,Samseong-dong,三省洞,2501080
25,대전광역시,25010,동구,25010730,대청동,Daecheong-dong,大淸洞,2501073
25,대전광역시,25010,동구,25010750,산내동,Sannae-dong,山內洞,2501075
25,대전광역시,25020,중구,25020510,은행선화동,Eunhaengseonhwa-dong,銀杏宣化洞,2502051
25,대전광역시,25020,중구,25020530,목동,Mok-dong,牧洞,2502053
25,대전광역시,25020,중구,25020540,중촌동,Jungchon-dong,中村洞,2502054
25,대전광역시,25020,중구,25020550,대흥동,Daeheung-dong,大興洞,2502055
25,대전광역시,25020,중구,25020560,문창동,Munchang-dong,文昌洞,2502056
25,대전광역시,25020,중구,25020570,석교동,Seokgyo-dong,石橋洞,2502057
25,대전광역시,25020,중구,25020580,대사동,Daesa-dong,大寺洞,2502058
25,대전광역시,25020,중구,25020590,부사동,Busa-dong,芙沙洞,2502059
25,대전광역시,25020,중구,25020600,용두동,Yongdu-dong,龍頭洞,2502060
25,대전광역시,25020,중구,25020620,오류동,Oryu-dong,五柳洞,2502062
25,대전광역시,25020,중구,25020630,태평1동,Taepyeong 1(il)-dong,太平1洞,2502063
25,대전광역시,25020,중구,25020640,태평2동,Taepyeong 2(i)-dong,太平2洞,2502064
25,대전광역시,25020,중구,25020650,유천1동,Yucheon 1(il)-dong,柳川1洞,2502065
25,대전광역시,25020,중구,25020660,유천2동,Yucheon 2(i)-dong,柳川2洞,2502066
25,대전광역시,25020,중구,25020670,문화1동,Munhwa 1(il)-dong,文化1洞,2502067
25,대전광역시,25020,중구,25020680,문화2동,Munhwa 2(i)-dong,文化2洞,2502068
25,대전광역시,25020,중구,25020690,산성동,Sanseong-dong,山城洞,2502069
25,대전광역시,25030,서구,25030510,복수동,Boksu-dong,福守洞,2503051
25,대전광역시,25030,서구,25030520,도마1동,Doma 1(il)-dong,桃馬1洞,2503052
25,대전광역시,25030,서구,25030530,도마2동,Doma 2(i)-dong,桃馬2洞,2503053
25,대전광역시,25030,서구,25030540,정림동,Jeongnim-dong,正林洞,2503054
25,대전광역시,25030,서구,25030550,변동,Byeon-dong,邊洞,2503055
25,대전광역시,25030,서구,25030560,용문동,Yongmun-dong,龍汶洞,2503056
25,대전광역시,25030,서구,25030570,탄방동,Tanbang-dong,炭坊洞,2503057
25,대전광역시,25030,서구,25030610,괴정동,Goejeong-dong,槐亭洞,2503061
25,대전광역시,25030,서구,25030620,가장동,Gajang-dong,佳狀洞,2503062
25,대전광역시,25030,서구,25030630,내동,Nae-dong,內洞,2503063
25,대전광역시,25030,서구,25030640,갈마1동,Galma 1(il)-dong,葛馬1洞,2503064
25,대전광역시,25030,서구,25030650,갈마2동,Galma 2(i)-dong,葛馬2洞,2503065
25,대전광역시,25030,서구,25030660,월평1동,Wolpyeong 1(il)-dong,月平1洞,2503066
25,대전광역시,25030,서구,25030670,월평2동,Wolpyeong 2(i)-dong,月平2洞,2503067
25,대전광역시,25030,서구,25030680,월평3동,Wolpyeong 3(sam)-dong,月平3洞,2503068
25,대전광역시,25030,서구,25030700,가수원동,Gasuwon-dong,佳水院洞,2503070
25,대전광역시,25030,서구,25030720,관저1동,Gwanjeo 1(il)-dong,關雎1洞,2503072
25,대전광역시,25030,서구,25030730,관저2동,Gwanjeo 2(i)-dong,關雎2洞,2503073
25,대전광역시,25030,서구,25030710,기성동,Giseong-dong,杞城洞,2503071
25,대전광역시,25030,서구,25030590,둔산1동,Dunsan 1(il)-dong,屯山1洞,2503059
25,대전광역시,25030,서구,25030600,둔산2동,Dunsan 2(i)-dong,屯山2洞,2503060
25,대전광역시,25030,서구,25030690,만년동,Mannyeon-dong,萬年洞,2503069
25,대전광역시,25030,서구,25030740,둔산3동,Dunsan 3(sam)-dong,屯山3洞,2503074
25,대전광역시,25040,유성구,25040680,진잠동,Jinjam-dong,鎭岑洞,2504068
25,대전광역시,25040,유성구,25040690,학하동,Hakha-dong,鶴下洞,2504069
25,대전광역시,25040,유성구,25040700,상대동,Sangdae-dong,上垈洞,2504070
25,대전광역시,25040,유성구,25040640,온천1동,Oncheon 1(il)-dong,溫泉1洞,2504064
25,대전광역시,25040,유성구,25040540,온천2동,Oncheon 2(i)-dong,溫泉2洞,2504054
25,대전광역시,25040,유성구,25040590,노은1동,Noeun 1(il)-dong,老隱1洞,2504059
25,대전광역시,25040,유성구,25040660,노은2동,Noeun 2(i)-dong,老隱2洞,2504066
25,대전광역시,25040,유성구,25040670,노은3동,Noeun 3(sam)-dong,老隱3洞,2504067
25,대전광역시,25040,유성구,25040550,신성동,Sinseong-dong,新城洞,2504055
25,대전광역시,25040,유성구,25040570,전민동,Jeonmin-dong,田民洞,2504057
25,대전광역시,25040,유성구,25040610,구즉동,Gujeuk-dong,九則洞,2504061
25,대전광역시,25040,유성구,25040630,관평동,Gwanpyeong-dong,官坪洞,2504063
25,대전광역시,25040,유성구,25040710,원신흥동,Wonsinheung-dong,元新興洞,2504071
25,대전광역시,25050,대덕구,25050510,오정동,Ojeong-dong,梧井洞,2505051
25,대전광역시,25050,대덕구,25050520,대화동,Daehwa-dong,大禾洞,2505052
25,대전광역시,25050,대덕구,25050530,회덕동,Hoedeok-dong,懷德洞,2505053
25,대전광역시,25050,대덕구,25050540,비래동,Birae-dong,比來洞,2505054
25,대전광역시,25050,대덕구,25050620,송촌동,Songchon-dong,宋村洞,2505062
25,대전광역시,25050,대덕구,25050550,중리동,Jungni-dong,中里洞,2505055
25,대전광역시,25050,대덕구,25050580,신탄진동,Sintanjin-dong,新灘津洞,2505058
25,대전광역시,25050,대덕구,25050590,석봉동,Seokbong-dong,石峰洞,2505059
25,대전광역시,25050,대덕구,25050600,덕암동,Deogam-dong,德岩洞,2505060
25,대전광역시,25050,대덕구,25050610,목상동,Moksang-dong,木上洞,2505061
25,대전광역시,25050,대덕구,25050560,법1동,Beop 1(il)-dong,法1洞,2505056
25,대전광역시,25050,대덕구,25050570,법2동,Beop 2(i)-dong,法2洞,2505057
26,울산광역시,26010,중구,26010510,학성동,Hakseong-dong,鶴城洞,2601051
26,울산광역시,26010,중구,26010520,반구1동,Bangu 1(il)-dong,伴鷗1洞,2601052
26,울산광역시,26010,중구,26010530,반구2동,Bangu 2(i)-dong,伴鷗2洞,2601053
26,울산광역시,26010,중구,26010540,복산1동,Boksan 1(il)-dong,福山1洞,2601054
26,울산광역시,26010,중구,26010550,복산2동,Boksan 2(i)-dong,福山2洞,2601055
26,울산광역시,26010,중구,26010670,중앙동,Jungang-dong,中央洞,2601067
26,울산광역시,26010,중구,26010590,우정동,Ujeong-dong,牛亭洞,2601059
26,울산광역시,26010,중구,26010600,태화동,Taehwa-dong,太和洞,2601060
26,울산광역시,26010,중구,26010610,다운동,Daun-dong,茶雲洞,2601061
26,울산광역시,26010,중구,26010620,병영1동,Byeongyeong 1(il)-dong,兵營1洞,2601062
