대분류,시도,중분류,시군구,소분류,읍면동,영문표기,한자 표기,비고
32,강원도,32020,원주시,32020330,지정면,Jijeong-myeon,地正面,3202033
32,강원도,32020,원주시,32020340,부론면,Buron-myeon,富論面,3202034
32,강원도,32020,원주시,32020350,귀래면,Gwirae-myeon,貴來面,3202035
32,강원도,32020,원주시,32020360,흥업면,Heungeop-myeon,興業面,3202036
32,강원도,32020,원주시,32020370,판부면,Panbu-myeon,板富面,3202037
32,강원도,32020,원주시,32020380,신림면,Sillim-myeon,神林面,3202038
32,강원도,32020,원주시,32020510,중앙동,Jungang-dong,中央洞,3202051
32,강원도,32020,원주시,32020520,원인동,Wonin-dong,園仁洞,3202052
32,강원도,32020,원주시,32020530,개운동,Gaeun-dong,開雲洞,3202053
32,강원도,32020,원주시,32020540,명륜1동,Myeongnyun 1(il)-dong,明倫1洞,3202054
32,강원도,32020,원주시,32020550,명륜2동,Myeongnyun 2(i)-dong,明倫2洞,3202055
32,강원도,32020,원주시,32020560,단구동,Dangu-dong,丹邱洞,3202056
32,강원도,32020,원주시,32020570,일산동,Ilsan-dong,一山洞,3202057
32,강원도,32020,원주시,32020580,학성동,Hakseong-dong,鶴城洞,3202058
32,강원도,32020,원주시,32020600,단계동,Dangye-dong,丹溪洞,3202060
32,강원도,32020,원주시,32020610,우산동,Usan-dong,牛山洞,3202061
32,강원도,32020,원주시,32020620,태장1동,Taejang 1(il)-dong,台壯1洞,3202062
32,강원도,32020,원주시,32020630,태장2동,Taejang 2(i)-dong,台壯2洞,3202063
32,강원도,32020,원주시,32020640,봉산동,Bongsan-dong,鳳山洞,3202064
32,강원도,32020,원주시,32020660,행구동,Haenggu-dong,杏邱洞,3202066
32,강원도,32020,원주시,32020670,무실동,Musil-dong,茂實洞,3202067
32,강원도,32020,원주시,32020680,반곡관설동,Bangokgwanseol-dong,盤谷觀雪洞,3202068
32,강원도,32030,강릉시,32030110,주문진읍,Jumunjin-eup,注文津邑,3203011
32,강원도,32030,강릉시,32030310,성산면,Seongsan-myeon,城山面,3203031
32,강원도,32030,강릉시,32030320,왕산면,Wangsan-myeon,王山面,3203032
32,강원도,32030,강릉시,32030330,구정면,Gujeong-myeon,邱井面,3203033
32,강원도,32030,강릉시,32030340,강동면,Gangdong-myeon,江東面,3203034
32,강원도,32030,강릉시,32030350,옥계면,Okgye-myeon,玉溪面,3203035
32,강원도,32030,강릉시,32030360,사천면,Sacheon-myeon,沙川面,3203036
32,강원도,32030,강릉시,32030370,연곡면,Yeongok-myeon,連谷面,3203037
32,강원도,32030,강릉시,32030510,홍제동,Hongje-dong,弘濟洞,3203051
32,강원도,32030,강릉시,32030520,중앙동,Jungang-dong,中央洞,3203052
32,강원도,32030,강릉시,32030540,옥천동,Okcheon-dong,玉泉洞,3203054
32,강원도,32030,강릉시,32030550,교1동,Gyo 1(il)-dong,校1洞,3203055
32,강원도,32030,강릉시,32030560,교2동,Gyo 2(i)-dong,校2洞,3203056
32,강원도,32030,강릉시,32030570,포남1동,Ponam 1(il)-dong,浦南1洞,3203057
32,강원도,32030,강릉시,32030580,포남2동,Ponam 2(i)-dong,浦南2洞,3203058
32,강원도,32030,강릉시,32030590,초당동,Chodang-dong,草堂洞,3203059
32,강원도,32030,강릉시,32030600,송정동,Songjeong-dong,松亭洞,3203060
32,강원도,32030,강릉시,32030610,내곡동,Naegok-dong,內谷洞,3203061
32,강원도,32030,강릉시,32030620,강남동,Gangnam-dong,江南洞,3203062
32,강원도,32030,강릉시,32030650,성덕동,Seongdeok-dong,城德洞,3203065
32,강원도,32030,강릉시,32030670,경포동,Gyeongpo-dong,鏡浦洞,3203067
32,강원도,32040,동해시,32040510,천곡동,Cheongok-dong,泉谷洞,3204051
32,강원도,32040,동해시,32040520,송정동,Songjeong-dong,松亭洞,3204052
32,강원도,32040,동해시,32040530,북삼동,Buksam-dong,北三洞,3204053
32,강원도,32040,동해시,32040540,부곡동,Bugok-dong,釜谷洞,3204054
32,강원도,32040,동해시,32040550,동호동,Dongho-dong,東湖洞,3204055
32,강원도,32040,동해시,32040570,발한동,Balhan-dong,發翰洞,3204057
32,강원도,32040,동해시,32040590,묵호동,Mukho-dong,墨湖洞,3204059
32,강원도,32040,동해시,32040600,북평동,Bukpyeong-dong,北坪洞,3204060
32,강원도,32040,동해시,32040630,망상동,Mangsang-dong,望祥洞,3204063
32,강원도,32040,동해시,32040650,삼화동,Samhwa-dong,三和洞,3204065
32,강원도,32050,태백시,32050510,황지동,Hwangji-dong,黃池洞,3205051
32,강원도,32050,태백시,32050520,황연동,Hwangyeon-dong,黃蓮洞,3205052
32,강원도,32050,태백시,32050530,삼수동,Samsu-dong,三水洞,3205053
32,강원도,32050,태백시,32050540,상장동,Sangjang-dong,上長洞,3205054
32,강원도,32050,태백시,32050620,문곡소도동,Mungoksodo-dong,文曲所道洞,3205062
32,강원도,32050,태백시,32050560,장성동,Jangseong-dong,長省洞,3205056
32,강원도,32050,태백시,32050550,구문소동,Gumunso-dong,求文沼洞,3205055
32,강원도,32050,태백시,32050580,철암동,Cheoram-dong,鐵岩洞,3205058
32,강원도,32060,속초시,32060510,영랑동,Yeongnang-dong,永郞洞,3206051
32,강원도,32060,속초시,32060520,동명동,Dongmyeong-dong,東明洞,3206052
32,강원도,32060,속초시,32060540,금호동,Geumho-dong,琴湖洞,3206054
32,강원도,32060,속초시,32060560,교동,Gyo-dong,校洞,3206056
32,강원도,32060,속초시,32060570,노학동,Nohak-dong,蘆鶴洞,3206057
32,강원도,32060,속초시,32060580,조양동,Joyang-dong,朝陽洞,3206058
32,강원도,32060,속초시,32060590,청호동,Cheongho-dong,靑湖洞,3206059
32,강원도,32060,속초시,32060600,대포동,Daepo-dong,大浦洞,3206060
32,강원도,32070,삼척시,32070110,도계읍,Dogye-eup,道溪邑,3207011
32,강원도,32070,삼척시,32070120,원덕읍,Wondeok-eup,遠德邑,3207012
32,강원도,32070,삼척시,32070310,근덕면,Geundeok-myeon,近德面,3207031
32,강원도,32070,삼척시,32070320,하장면,Hajang-myeon,下長面,3207032
32,강원도,32070,삼척시,32070330,노곡면,Nogok-myeon,蘆谷面,3207033
32,강원도,32070,삼척시,32070340,미로면,Miro-myeon,未老面,3207034
32,강원도,32070,삼척시,32070350,가곡면,Gagok-myeon,佳谷面,3207035
32,강원도,32070,삼척시,32070360,신기면,Singi-myeon,新基面,3207036
32,강원도,32070,삼척시,32070510,남양동,Namyang-dong,南陽洞,3207051
32,강원도,32070,삼척시,32070530,교동,Gyo-dong,校洞,3207053
32,강원도,32070,삼척시,32070540,정라동,Jeongna-dong,汀羅洞,3207054
32,강원도,32070,삼척시,32070520,성내동,Seongnae-dong,城內洞,3207052
32,강원도,32510,홍천군,32510110,홍천읍,Hongcheon-eup,洪川邑,3231011
32,강원도,32510,홍천군,32510310,화촌면,Hwachon-myeon,化村面,3231031
32,강원도,32510,홍천군,32510320,두촌면,Duchon-myeon,斗村面,3231032
32,강원도,32510,홍천군,32510330,내촌면,Naechon-myeon,乃村面,3231033
32,강원도,32510,홍천군,32510340,서석면,Seoseok-myeon,瑞石面,3231034
32,강원도,32510,홍천군,32510400,영귀미면,Yeonggwimi-myeon,詠歸美面,3231040
32,강원도,32510,홍천군,32510360,남면,Nam-myeon,南面,3231036
32,강원도,32510,홍천군,32510370,서면,Seo-myeon,西面,3231037
32,강원도,32510,홍천군,32510380,북방면,Bukbang-myeon,北方面,3231038
32,강원도,32510,홍천군,32510390,내면,Nae-myeon,內面,3231039
32,강원도,32520,횡성군,32520110,횡성읍,Hoengseong-eup,橫城邑,3232011
32,강원도,32520,횡성군,32520310,우천면,Ucheon-myeon,隅川面,3232031
32,강원도,32520,횡성군,32520320,안흥면,Anheung-myeon,安興面,3232032
32,강원도,32520,횡성군,32520330,둔내면,Dunnae-myeon,屯內面,3232033
32,강원도,32520,횡성군,32520340,갑천면,Gapcheon-myeon,甲川面,3232034
32,강원도,32520,횡성군,32520350,청일면,Cheongil-myeon,晴日面,3232035
32,강원도,32520,횡성군,32520360,공근면,Gonggeun-myeon,公根面,3232036
32,강원도,32520,횡성군,32520370,서원면,Seowon-myeon,書院面,3232037
32,강원도,32520,횡성군,32520380,강림면,Gangnim-myeon,講林面,3232038
32,강원도,32530,영월군,32530110,영월읍,Yeongwol-eup,寧越邑,3233011
32,강원도,32530,영월군,32530120,상동읍,Sangdong-eup,上東邑,3233012
32,강원도,32530,영월군,32530410,산솔면,Sansol-myeon,산솔面,3233041
32,강원도,32530,영월군,32530380,김삿갓면,Gimsatgat-myeon,金─面,3233038
32,강원도,32530,영월군,32530330,북면,Buk-myeon,北面,3233033
32,강원도,32530,영월군,32530340,남면,Nam-myeon,南面,3233034
32,강원도,32530,영월군,32530390,한반도면,Hanbando-myeon,韓半島面,3233039
32,강원도,32530,영월군,32530360,주천면,Jucheon-myeon,酒泉面,3233036
32,강원도,32530,영월군,32530400,무릉도원면,Muneungdowon-myeon,武陵桃源,3233040
32,강원도,32540,평창군,32540110,평창읍,Pyeongchang-eup,平昌邑,3234011
32,강원도,32540,평창군,32540310,미탄면,Mitan-myeon,美灘面,3234031
32,강원도,32540,평창군,32540320,방림면,Bangnim-myeon,芳林面,3234032
32,강원도,32540,평창군,32540330,대화면,Daehwa-myeon,大和面,3234033
32,강원도,32540,평창군,32540340,봉평면,Bongpyeong-myeon,蓬坪面,3234034
32,강원도,32540,평창군,32540350,용평면,Yongpyeong-myeon,龍坪面,3234035
32,강원도,32540,평창군,32540360,진부면,Jinbu-myeon,珍富面,3234036
32,강원도,32540,평창군,32540370,대관령면,Daegwallyeong-myeon,大關嶺面,3234037
32,강원도,32550,정선군,32550110,정선읍,Jeongseon-eup,旌善邑,3235011
32,강원도,32550,정선군,32550120,고한읍,Gohan-eup,古汗邑,3235012
32,강원도,32550,정선군,32550130,사북읍,Sabuk-eup,舍北邑,3235013
32,강원도,32550,정선군,32550140,신동읍,Sindong-eup,新東邑,3235014
32,강원도,32550,정선군,32550320,남면,Nam-myeon,南面,3235032
32,강원도,32550,정선군,32550340,북평면,Bukpyeong-myeon,北坪面,3235034
32,강원도,32550,정선군,32550350,임계면,Imgye-myeon,臨溪面,3235035
32,강원도,32550,정선군,32550360,화암면,Hwaam-myeon,畵岩面,3235036
32,강원도,32550,정선군,32550370,여량면,Yeoryang-myeon,餘糧面,3235037
32,강원도,32560,철원군,32560110,철원읍,Cheorwon-eup,鐵原邑,3236011
32,강원도,32560,철원군,32560120,김화읍,Gimhwa-eup,金化邑,3236012
32,강원도,32560,철원군,32560130,갈말읍,Galmal-eup,葛末邑,3236013
32,강원도,32560,철원군,32560140,동송읍,Dongsong-eup,東松邑,3236014
32,강원도,32560,철원군,32560310,서면,Seo-myeon,西面,3236031
32,강원도,32560,철원군,32560320,근남면,Geunnam-myeon,近南面,3236032
32,강원도,32560,철원군,32560210,근북면,Geunbuk-myeon,近北面,3236021
32,강원도,32560,철원군,32560260,근동면,Geundong-myeon,近東面,3236026
32,강원도,32560,철원군,32560270,원동면,Wondong-myeon,遠東面,3236027
32,강원도,32560,철원군,32560280,원남면,Wonnam-myeon,遠南面,3236028
32,강원도,32560,철원군,32560290,임남면,Imnam-myeon,任南面,3236029
32,강원도,32570,화천군,32570110,화천읍,Hwacheon-eup,華川邑,3237011
32,강원도,32570,화천군,32570310,간동면,Gandong-myeon,看東面,3237031
32,강원도,32570,화천군,32570320,하남면,Hanam-myeon,下南面,3237032
32,강원도,32570,화천군,32570330,상서면,Sangseo-myeon,上西面,3237033
32,강원도,32570,화천군,32570340,사내면,Sanae-myeon,史內面,3237034
32,강원도,32580,양구군,32580110,양구읍,Yanggu-eup,楊口邑,3238011
32,강원도,32580,양구군,32580350,국토정중앙면,Guktojeongjungang-myeon,國土正中央面,3238035
32,강원도,32580,양구군,32580320,동면,Dong-myeon,東面,3238032
32,강원도,32580,양구군,32580330,방산면,Bangsan-myeon,方山面,3238033
32,강원도,32580,양구군,32580340,해안면,Haean-myeon,海岸面,3238034
32,강원도,32590,인제군,32590110,인제읍,Inje-eup,麟蹄邑,3239011
32,강원도,32590,인제군,32590310,남면,Nam-myeon,南面,3239031
32,강원도,32590,인제군,32590320,북면,Buk-myeon,北面,3239032
32,강원도,32590,인제군,32590330,기린면,Girin-myeon,麒麟面,3239033
32,강원도,32590,인제군,32590340,서화면,Seohwa-myeon,瑞和面,3239034
32,강원도,32590,인제군,32590350,상남면,Sangnam-myeon,上南面,3239035
32,강원도,32600,고성군,32600110,간성읍,Ganseong-eup,杆城邑,3240011
32,강원도,32600,고성군,32600120,거진읍,Geojin-eup,巨津邑,3240012
32,강원도,32600,고성군,32600310,현내면,Hyeonnae-myeon,縣內面,3240031
32,강원도,32600,고성군,32600320,죽왕면,Jugwang-myeon,竹旺面,3240032
32,강원도,32600,고성군,32600330,토성면,Toseong-myeon,土城面,3240033
32,강원도,32600,고성군,32600260,수동면,Sudong-myeon,水洞面,3240026
32,강원도,32610,양양군,32610110,양양읍,Yangyang-eup,襄陽邑,3241011
32,강원도,32610,양양군,32610310,서면,Seo-myeon,西面,3241031
32,강원도,32610,양양군,32610320,손양면,Sonyang-myeon,巽陽面,3241032
32,강원도,32610,양양군,32610330,현북면,Hyeonbuk-myeon,縣北面,3241033
32,강원도,32610,양양군,32610340,현남면,Hyeonnam-myeon,縣南面,3241034
32,강원도,32610,양양군,32610350,강현면,Ganghyeon-myeon,降峴面,3241035
33,충청북도,33041,상당구,33041310,낭성면,Nangseong-myeon,琅城面,3304131
33,충청북도,33041,상당구,33041320,미원면,Miwon-myeon,米院面,3304132
33,충청북도,33041,상당구,33041330,가덕면,Gadeok-myeon,加德面,3304133
33,충청북도,33041,상당구,33041340,남일면,Namil-myeon,南一面,3304134
33,충청북도,33041,상당구,33041350,문의면,Munui-myeon,文義面,3304135
33,충청북도,33041,상당구,33041510,중앙동,Jungang-dong,中央洞,3304151
33,충청북도,33041,상당구,33041520,성안동,Seongan-dong,성안洞,3304152
33,충청북도,33041,상당구,33041530,탑대성동,Tapdaeseong-dong,塔.大成洞,3304153
33,충청북도,33041,상당구,33041540,영운동,Yeongun-dong,永雲洞,3304154
33,충청북도,33041,상당구,33041550,금천동,Geumcheon-dong,金川洞,3304155
33,충청북도,33041,상당구,33041560,용담.명암.산성동,Yongdammyeongamsanseong-dong,龍潭.明岩.山城洞,3304156
33,충청북도,33041,상당구,33041570,용암1동,Yongam 1(il)-dong,龍岩1洞,3304157
33,충청북도,33041,상당구,33041580,용암2동,Yongam 2(I)-dong,龍岩2洞,3304158
33,충청북도,33042,서원구,33042310,남이면,Nami-myeon,南二面,3304231
33,충청북도,33042,서원구,33042320,현도면,Hyeondo-myeon,賢都面,3304232
33,충청북도,33042,서원구,33042510,사직1동,Sajik 1(il)-dong,社稷1洞,3304251
33,충청북도,33042,서원구,33042520,사직2동,Sajik 2(i)-dong,社稷2洞,3304252
33,충청북도,33042,서원구,33042530,사창동,Sachang-dong,司倉洞,3304253
33,충청북도,33042,서원구,33042540,모충동,Mochung-dong,慕忠洞,3304254
33,충청북도,33042,서원구,33042550,산남동,Sannam-dong,山南洞,3304255
33,충청북도,33042,서원구,33042560,분평동,Bunpyeong-dong,粉坪洞,3304256
33,충청북도,33042,서원구,33042570,수곡1동,Sugok 1(il)-dong,秀谷1洞,3304257
33,충청북도,33042,서원구,33042580,수곡2동,Sugok 2(i)-dong,秀谷2洞,3304258
33,충청북도,33042,서원구,33042590,성화.개신.죽림동,Seonghwagaesinjungnim-dong,聖化.開新.竹林洞,3304259
33,충청북도,33043,흥덕구,33043110,오송읍,Osong-eup,五松邑,3304311
33,충청북도,33043,흥덕구,33043310,강내면,Gangnae-myeon,江內面,3304331
33,충청북도,33043,흥덕구,33043320,옥산면,Oksan-myeon,玉山面,3304332
33,충청북도,33043,흥덕구,33043510,운천.신봉동,Uncheonsinbong-dong,雲泉.新鳳洞,3304351
33,충청북도,33043,흥덕구,33043520,복대1동,Bokdae 1(il)-dong,福臺1洞,3304352
33,충청북도,33043,흥덕구,33043530,복대2동,Bokdae 2(i)-dong,福臺2洞,3304353
33,충청북도,33043,흥덕구,33043540,가경동,Gagyeong-dong,佳景洞,3304354
33,충청북도,33043,흥덕구,33043550,봉명1동,Bongmyeong 1(il)-dong,鳳鳴1洞,3304355
33,충청북도,33043,흥덕구,33043560,봉명2.송정동,Bongmyeong 2(i)songjeong-dong,鳳鳴2.松亭洞,3304356
33,충청북도,33043,흥덕구,33043570,강서1동,Gangseo 1(il)-dong,江西1洞,3304357
33,충청북도,33043,흥덕구,33043580,강서2동,Gangseo 2(i)-dong,江西2洞,3304358
33,충청북도,33044,청원구,33044110,내수읍,Naesu-eup,內秀邑,3304411
33,충청북도,33044,청원구,33044120,오창읍,Ochang-eup,梧倉邑,3304412
33,충청북도,33044,청원구,33044310,북이면,Bugi-myeon,北二面,3304431
33,충청북도,33044,청원구,33044520,우암동,Uam-dong,牛岩洞,3304452
33,충청북도,33044,청원구,33044530,내덕1동,Naedeok 1(il)-dong,內德1洞,3304453
33,충청북도,33044,청원구,33044540,내덕2동,Naedeok 2(i)-dong,內德2洞,3304454
33,충청북도,33044,청원구,33044550,율량.사천동,Yullyangsacheon-dong,栗陽.斜川洞,3304455
33,충청북도,33044,청원구,33044510,오근장동,Ogeunjang-dong,梧根場洞,3304451
33,충청북도,33020,충주시,33020110,주덕읍,Judeok-eup,周德邑,3302011
33,충청북도,33020,충주시,33020310,살미면,Salmi-myeon,乷味面,3302031
33,충청북도,33020,충주시,33020320,수안보면,Suanbo-myeon,水安保面,3302032
33,충청북도,33020,충주시,33020430,대소원면,Daesowon-myeon,大所原面,3302043
33,충청북도,33020,충주시,33020340,신니면,Sinni-myeon,新尼面,3302034
33,충청북도,33020,충주시,33020350,노은면,Noeun-myeon,老隱面,3302035
33,충청북도,33020,충주시,33020360,앙성면,Angseong-myeon,仰城面,3302036
33,충청북도,33020,충주시,33020440,중앙탑면,Jungangtap-myeon,中央塔面,3302044
33,충청북도,33020,충주시,33020380,금가면,Geumga-myeon,金加面,3302038
33,충청북도,33020,충주시,33020390,동량면,Dongnyang-myeon,東良面,3302039
33,충청북도,33020,충주시,33020400,산척면,Sancheok-myeon,山尺面,3302040
33,충청북도,33020,충주시,33020410,엄정면,Eomjeong-myeon,嚴政面,3302041
33,충청북도,33020,충주시,33020420,소태면,Sotae-myeon,蘇台面,3302042
33,충청북도,33020,충주시,33020510,성내.충인동,Seongnaechungin-dong,城內.忠仁洞,3302051
33,충청북도,33020,충주시,33020530,교현.안림동,Gyohyeonalim-dong,校峴.安林洞,3302053
33,충청북도,33020,충주시,33020540,교현2동,Gyohyeon 2(i)-dong,校峴2洞,3302054
33,충청북도,33020,충주시,33020550,용산동,Yongsan-dong,龍山洞,3302055
33,충청북도,33020,충주시,33020560,지현동,Jihyeon-dong,之峴洞,3302056
33,충청북도,33020,충주시,33020570,문화동,Munhwa-dong,文化洞,3302057
33,충청북도,33020,충주시,33020580,호암.직동,Hoamjik-dong,虎岩.直洞,3302058
33,충청북도,33020,충주시,33020600,달천동,Dalcheon-dong,達川洞,3302060
33,충청북도,33020,충주시,33020610,봉방동,Bongbang-dong,鳳方洞,3302061
33,충청북도,33020,충주시,33020620,칠금.금릉동,Chilgeumgeumneung-dong,漆琴.金陵洞,3302062
33,충청북도,33020,충주시,33020630,연수동,Yeonsu-dong,連守洞,3302063
33,충청북도,33020,충주시,33020640,목행.용탄동,Mokhaengyongtan-dong,牧杏.龍灘洞,3302064
33,충청북도,33030,제천시,33030110,봉양읍,Bongyang-eup,鳳陽邑,3303011
33,충청북도,33030,제천시,33030310,금성면,Geumseong-myeon,錦城面,3303031
33,충청북도,33030,제천시,33030320,청풍면,Cheongpung-myeon,淸風面,3303032
33,충청북도,33030,제천시,33030330,수산면,Susan-myeon,水山面,3303033
33,충청북도,33030,제천시,33030340,덕산면,Deoksan-myeon,德山面,3303034
33,충청북도,33030,제천시,33030350,한수면,Hansu-myeon,寒水面,3303035
33,충청북도,33030,제천시,33030360,백운면,Baegun-myeon,白雲面,3303036
33,충청북도,33030,제천시,33030370,송학면,Songhak-myeon,松鶴面,3303037
33,충청북도,33030,제천시,33030510,교동,Gyo-dong,校洞,3303051
33,충청북도,33030,제천시,33030730,의림지동,Uilimji-dong,義岩洞,3303073
33,충청북도,33030,제천시,33030740,중앙동,jungang-dong,仁星洞,3303074
33,충청북도,33030,제천시,33030700,남현동,Namhyeon-dong,南峴洞,3303070
33,충청북도,33030,제천시,33030710,영서동,Yeongseo-dong,榮西洞,3303071
33,충청북도,33030,제천시,33030560,용두동,Yongdu-dong,龍頭洞,3303056
33,충청북도,33030,제천시,33030720,신백동,Sinbaek-dong,新百洞,3303072
33,충청북도,33030,제천시,33030590,청전동,Cheongjeon-dong,靑田洞,3303059
33,충청북도,33030,제천시,33030600,화산동,Hwasan-dong,花山洞,3303060
33,충청북도,33520,보은군,33520110,보은읍,Boeun-eup,報恩邑,3332011
33,충청북도,33520,보은군,33520310,속리산면,Songnisan-myeon,俗離山面,3332031
33,충청북도,33520,보은군,33520320,장안면,Jangan-myeon,長安面,3332032
33,충청북도,33520,보은군,33520330,마로면,Maro-myeon,馬老面,3332033
33,충청북도,33520,보은군,33520340,탄부면,Tanbu-myeon,炭釜面,3332034
33,충청북도,33520,보은군,33520350,삼승면,Samseung-myeon,三升面,3332035
33,충청북도,33520,보은군,33520360,수한면,Suhan-myeon,水汗面,3332036
33,충청북도,33520,보은군,33520370,회남면,Hoenam-myeon,懷南面,3332037
33,충청북도,33520,보은군,33520380,회인면,Hoein-myeon,懷仁面,3332038
33,충청북도,33520,보은군,33520390,내북면,Naebuk-myeon,內北面,3332039
33,충청북도,33520,보은군,33520400,산외면,Sanoe-myeon,山外面,3332040
33,충청북도,33530,옥천군,33530110,옥천읍,Okcheon-eup,沃川邑,3333011
33,충청북도,33530,옥천군,33530310,동이면,Dongi-myeon,東二面,3333031
33,충청북도,33530,옥천군,33530320,안남면,Annam-myeon,安南面,3333032
33,충청북도,33530,옥천군,33530330,안내면,Annae-myeon,安內面,3333033
33,충청북도,33530,옥천군,33530340,청성면,Cheongseong-myeon,靑城面,3333034
33,충청북도,33530,옥천군,33530350,청산면,Cheongsan-myeon,靑山面,3333035
33,충청북도,33530,옥천군,33530360,이원면,Iwon-myeon,伊院面,3333036
33,충청북도,33530,옥천군,33530370,군서면,Gunseo-myeon,郡西面,3333037
33,충청북도,33530,옥천군,33530380,군북면,Gunbuk-myeon,郡北面,3333038
33,충청북도,33540,영동군,33540110,영동읍,Yeongdong-eup,永同邑,3334011
33,충청북도,33540,영동군,33540310,용산면,Yongsan-myeon,龍山面,3334031
33,충청북도,33540,영동군,33540320,황간면,Hwanggan-myeon,黃澗面,3334032
33,충청북도,33540,영동군,33540330,추풍령면,Chupungnyeong-myeon,秋風嶺面,3334033
33,충청북도,33540,영동군,33540340,매곡면,Maegok-myeon,梅谷面,3334034
33,충청북도,33540,영동군,33540350,상촌면,Sangchon-myeon,上村面,3334035
33,충청북도,33540,영동군,33540360,양강면,Yanggang-myeon,陽江面,3334036
33,충청북도,33540,영동군,33540370,용화면,Yonghwa-myeon,龍化面,3334037
33,충청북도,33540,영동군,33540380,학산면,Haksan-myeon,鶴山面,3334038
33,충청북도,33540,영동군,33540390,양산면,Yangsan-myeon,陽山面,3334039
33,충청북도,33540,영동군,33540400,심천면,Simcheon-myeon,深川面,3334040
33,충청북도,33590,증평군,33590140,증평읍,Jeungpyeong-eup,曾坪邑,3339014
33,충청북도,33590,증평군,33590310,도안면,Doan-myeon,道安面,3339031
33,충청북도,33550,진천군,33550110,진천읍,Jincheon-eup,鎭川邑,3335011
33,충청북도,33550,진천군,33550120,덕산읍,Deoksan-eup,德山邑,3335012
33,충청북도,33550,진천군,33550320,초평면,Chopyeong-myeon,草坪面,3335032
33,충청북도,33550,진천군,33550330,문백면,Munbaek-myeon,文白面,3335033
33,충청북도,33550,진천군,33550340,백곡면,Baekgok-myeon,栢谷面,3335034
33,충청북도,33550,진천군,33550350,이월면,Iwol-myeon,梨月面,3335035
33,충청북도,33550,진천군,33550360,광혜원면,Gwanghyewon-myeon,廣惠院面,3335036
33,충청북도,33560,괴산군,33560110,괴산읍,Goesan-eup,槐山邑,3336011
33,충청북도,33560,괴산군,33560310,감물면,Gammul-myeon,甘勿面,3336031
33,충청북도,33560,괴산군,33560320,장연면,Jangyeon-myeon,長延面,3336032
33,충청북도,33560,괴산군,33560330,연풍면,Yeonpung-myeon,延豊面,3336033
33,충청북도,33560,괴산군,33560340,칠성면,Chilseong-myeon,七星面,3336034
33,충청북도,33560,괴산군,33560350,문광면,Mungwang-myeon,文光面,3336035
33,충청북도,33560,괴산군,33560360,청천면,Cheongcheon-myeon,靑川面,3336036
33,충청북도,33560,괴산군,33560370,청안면,Cheongan-myeon,靑安面,3336037
33,충청북도,33560,괴산군,33560380,사리면,Sari-myeon,沙梨面,3336038
33,충청북도,33560,괴산군,33560390,소수면,Sosu-myeon,沼壽面,3336039
33,충청북도,33560,괴산군,33560400,불정면,Buljeong-myeon,佛頂面,3336040
33,충청북도,33570,음성군,33570110,음성읍,Eumseong-eup,陰城邑,3337011
33,충청북도,33570,음성군,33570120,금왕읍,Geumwang-eup,金旺邑,3337012
33,충청북도,33570,음성군,33570310,소이면,Soi-myeon,蘇伊面,3337031
33,충청북도,33570,음성군,33570320,원남면,Wonnam-myeon,遠南面,3337032
33,충청북도,33570,음성군,33570330,맹동면,Maengdong-myeon,孟洞面,3337033
33,충청북도,33570,음성군,33570340,대소면,Daeso-myeon,大所面,3337034
33,충청북도,33570,음성군,33570350,삼성면,Samseong-myeon,三成面,3337035
33,충청북도,33570,음성군,33570360,생극면,Saenggeuk-myeon,笙極面,3337036
33,충청북도,33570,음성군,33570370,감곡면,Gamgok-myeon,甘谷面,3337037
33,충청북도,33580,단양군,33580110,단양읍,Danyang-eup,丹陽邑,3338011
33,충청북도,33580,단양군,33580120,매포읍,Maepo-eup,梅浦邑,3338012
33,충청북도,33580,단양군,33580320,대강면,Daegang-myeon,大崗面,3338032
33,충청북도,33580,단양군,33580330,가곡면,Gagok-myeon,佳谷面,3338033
33,충청북도,33580,단양군,33580340,영춘면,Yeongchun-myeon,永春面,3338034
33,충청북도,33580,단양군,33580350,어상천면,Eosangcheon-myeon,魚上川面,3338035
33,충청북도,33580,단양군,33580360,적성면,Jeokseong-myeon,赤城面,3338036
33,충청북도,33580,단양군,33580310,단성면,Danseong-myeon,丹城面,3338031
34,충청남도,34011,동남구,34011110,목천읍,Mokcheon-eup,木川邑,3401111
34,충청남도,34011,동남구,34011310,풍세면,Pungse-myeon,豊歲面,3401131
34,충청남도,34011,동남구,34011320,광덕면,Gwangdeok-myeon,廣德面,3401132
34,충청남도,34011,동남구,34011330,북면,Buk-myeon,北面,3401133
34,충청남도,34011,동남구,34011340,성남면,Seongnam-myeon,城南面,3401134
34,충청남도,34011,동남구,34011350,수신면,Susin-myeon,修身面,3401135
34,충청남도,34011,동남구,34011360,병천면,Byeongcheon-myeon,竝川面,3401136
34,충청남도,34011,동남구,34011370,동면,Dong-myeon,東面,3401137
34,충청남도,34011,동남구,34011510,중앙동,Jungang-dong,中央洞,3401151
34,충청남도,34011,동남구,34011520,문성동,Munseong-dong,文城洞,3401152
34,충청남도,34011,동남구,34011530,원성1동,Wonseong 1(il)-dong,院城1洞,3401153
34,충청남도,34011,동남구,34011540,원성2동,Wonseong 2(i)-dong,院城2洞,3401154
34,충청남도,34011,동남구,34011550,봉명동,Bongmyeong-dong,鳳鳴洞,3401155
34,충청남도,34011,동남구,34011560,일봉동,Ilbong-dong,日峰洞,3401156
34,충청남도,34011,동남구,34011570,신방동,Sinbang-dong,新方洞,3401157
