id,year_month,시간대,배달건수,지역,확진자수,전일대비증감수,십만명당발생률,사망자수,격리해제수
356,2021-06,21275.0,8627.0,제주,35611.0,234.0,5309.16,30.0,32522.0
357,2021-07,20545.0,9197.0,제주,45360.0,468.0,6732.449999999999,31.0,41204.0
358,2021-08,22919.0,10513.0,제주,66953.0,870.0,9924.32,39.0,57670.0
359,2019-08,41957.0,11376.0,충남,0.0,0.0,0.0,0.0,0.0
360,2019-09,42153.0,14431.0,충남,0.0,0.0,0.0,0.0,0.0
361,2019-10,46477.0,16460.0,충남,0.0,0.0,0.0,0.0,0.0
362,2019-11,42585.0,22322.0,충남,0.0,0.0,0.0,0.0,0.0
363,2019-12,44261.0,27426.0,충남,0.0,0.0,0.0,0.0,0.0
364,2020-01,42372.0,27309.0,충남,0.0,0.0,0.0,0.0,0.0
365,2020-02,41561.0,30632.0,충남,78.0,48.0,0.0,0.0,0.0
366,2020-03,46025.0,35160.0,충남,3386.0,80.0,156.71000000000006,0.0,828.0
367,2020-04,50164.0,35028.0,충남,4165.0,15.0,196.2,0.0,3319.0
368,2020-05,58750.0,39477.0,충남,4466.0,3.0,210.4100000000001,0.0,4224.0
369,2020-06,67731.0,41551.0,충남,4641.0,21.0,218.67999999999992,0.0,4333.0
370,2020-07,77182.0,51838.0,충남,5649.0,23.0,266.15,5.0,5164.0
371,2020-08,61704.0,52538.0,충남,7105.0,142.0,334.73999999999995,31.0,5950.0
372,2020-09,42823.0,36806.0,충남,12943.0,152.0,609.8,65.0,9220.0
373,2020-10,48111.0,40844.0,충남,15718.0,57.0,740.54,209.0,14314.0
374,2020-11,48152.0,49043.0,충남,21434.0,358.0,1009.86,241.0,16908.0
375,2020-12,71570.0,93606.0,충남,37527.0,754.0,1768.0900000000004,462.0,27579.0
376,2021-01,64243.0,83349.0,충남,58118.0,363.0,2738.2400000000007,897.0,47864.0
377,2021-02,63311.0,91050.0,충남,62636.0,428.0,2951.0799999999995,942.0,55432.0
378,2021-03,52791.0,69940.0,충남,78910.0,187.0,3717.88,1085.0,74030.0
379,2021-04,59062.0,72926.0,충남,85023.0,402.0,4005.869999999999,1070.0,79254.0
380,2021-05,60877.0,81422.0,충남,101671.0,505.0,4790.26,1134.0,93805.0
381,2021-06,58851.0,77005.0,충남,110149.0,266.0,5189.72,1208.0,104926.0
382,2021-07,54869.0,80159.0,충남,133955.0,1142.0,6314.600000000002,1358.0,120825.0
383,2021-08,64457.0,87710.0,충남,184457.0,1991.0,8696.61,1490.0,156402.0
384,2019-08,50572.0,11614.0,충북,0.0,0.0,0.0,0.0,0.0
385,2019-09,47991.0,10646.0,충북,0.0,0.0,0.0,0.0,0.0
386,2019-10,52967.0,13143.0,충북,0.0,0.0,0.0,0.0,0.0
387,2019-11,54442.0,13690.0,충북,0.0,0.0,0.0,0.0,0.0
388,2019-12,60328.0,16060.0,충북,0.0,0.0,0.0,0.0,0.0
389,2020-01,61050.0,15577.0,충북,0.0,0.0,0.0,0.0,0.0
390,2020-02,63658.0,16764.0,충북,45.0,10.0,0.0,0.0,0.0
391,2020-03,77846.0,20216.0,충북,897.0,34.0,55.39999999999998,0.0,217.0
392,2020-04,81271.0,23213.0,충북,1348.0,1.0,84.18000000000002,0.0,984.0
393,2020-05,73475.0,21283.0,충북,1669.0,15.0,104.33,0.0,1345.0
394,2020-06,77102.0,20908.0,충북,1839.0,4.0,114.92000000000004,0.0,1605.0
395,2020-07,92646.0,23821.0,충북,2152.0,9.0,134.53999999999996,0.0,1992.0
396,2020-08,103958.0,27619.0,충북,2843.0,55.0,177.74999999999997,7.0,2320.0
397,2020-09,86615.0,21007.0,충북,4540.0,43.0,283.86,30.0,3541.0
398,2020-10,75965.0,17177.0,충북,5596.0,18.0,349.83,43.0,4908.0
399,2020-11,80896.0,21223.0,충북,6641.0,138.0,415.2199999999999,88.0,5627.0
400,2020-12,77513.0,25247.0,충북,21234.0,836.0,1327.6500000000003,286.0,11310.0
401,2021-01,74495.0,20782.0,충북,44281.0,411.0,2768.6400000000003,1292.0,30860.0
402,2021-02,67491.0,17917.0,충북,46499.0,182.0,2907.3,1599.0,41632.0
403,2021-03,74127.0,20943.0,충북,61106.0,434.0,3820.5700000000006,1844.0,54134.0
404,2021-04,74337.0,19329.0,충북,72285.0,438.0,4519.56,1865.0,64756.0
405,2021-05,74767.0,19408.0,충북,86102.0,315.0,5383.410000000001,2062.0,79806.0
406,2021-06,75463.0,20056.0,충북,94608.0,363.0,5915.249999999999,2066.0,87977.0
407,2021-07,72692.0,20586.0,충북,108488.0,544.0,6778.460000000002,2200.0,101423.0
408,2021-08,77682.0,22418.0,충북,140553.0,1302.0,8779.960000000001,2218.0,123701.0
429,2020-10,0.0,0.0,세종,2417.0,6.0,706.1400000000003,0.0,2295.0
430,2020-11,0.0,0.0,세종,2585.0,18.0,755.0700000000005,0.0,2430.0
431,2020-12,0.0,0.0,세종,3948.0,49.0,1153.2799999999995,3.0,3362.0
432,2021-01,0.0,0.0,세종,5252.0,47.0,1534.2000000000005,31.0,4628.0
433,2021-02,0.0,0.0,세종,5820.0,30.0,1700.14,28.0,5456.0
434,2021-04,0.0,0.0,세종,9963.0,87.0,2910.36,30.0,8837.0
435,2021-05,0.0,0.0,세종,12640.0,123.0,3692.3600000000006,31.0,11561.0
436,2021-06,0.0,0.0,세종,15507.0,80.0,4529.900000000001,30.0,14397.0
437,2021-07,0.0,0.0,세종,19717.0,176.0,5592.330000000001,31.0,18023.0
438,2021-08,0.0,0.0,세종,27036.0,257.0,7597.97,31.0,24232.0
439,2020-01,0.0,0.0,울산,0.0,0.0,0.0,0.0,0.0
440,2020-02,0.0,0.0,울산,41.0,17.0,0.0,0.0,0.0
441,2020-03,0.0,0.0,울산,924.0,22.0,79.09000000000002,0.0,237.0
442,2020-04,0.0,0.0,울산,1247.0,4.0,108.72999999999992,30.0,887.0
443,2020-05,0.0,0.0,울산,1444.0,9.0,125.91000000000004,31.0,1219.0
